suggested_action,relevance,title,venue,year,doi,citations_s2,authors
exclude,0.058,First Evidence of Middle Atmospheric HO 2 Response to UV variability during 27-day Solar Cycles From Satellite Observations,,2015,,1,S. Wang; Q. Zhang; L. M. Valle; K. Li; Y. Yung; S. Sander; N. Livesey; M. Santee
exclude,0.058,Atmospheric OH Response to the 11-year Solar Cycle - Could the Gap Between Model and Observations Be Filled by New Satellite Data?,,2011,,1,Shuhui Wang; T. Pongetti; S. Sander; King‐Fai Li; Y. Yung; M. Liang; N. Livesey; M. Santee; J. Harder; M. Snow
exclude,0.058,Accurate Satellite-Derived Estimates of Tropospheric Ozone Radiative Forcing,,2008,,1,J. Joiner; M. Schoeberl; A. Vasilkov; L. Oreopoulos; S. Platnick; N. Livesey; P. Levelt
exclude,0.058,Study of the transport pathways of pollution in the tropical upper troposphere through the assimilation of spaceborne CO observations in the MOCAGE model.,,2007,,1,B. Barret; E. Leflochmoën; J. Attié; P. Ricaud; C. Mari; V. Thouret; J. Cammas; V. Peuch; B. Josse; S. Massart; A. Piacentini; N. Livesey
exclude,0.058,Lightning NO<sub>x</sub> emissions over the USA constrained by TES ozone observations and the GEOS-Chem model,,2021,,0,L. Jourdain; S. Kulawik; H. Worden; K. Pickering; J. Worden; M. A.; Thompson
exclude,0.058,Peroxyacetyl Nitrate (PAN) from TES: a new view into ozone chemistry,,2016,,0,V. Payne; E. Fischer; Zhe Jiang; Juliet Zhu; S. Kulawik; J. Worden; K. Cady-Pereira; T. Walker; L. Kaser; F. Flocke
exclude,0.058,Using New Observations from TES to Evaluate the Contribution of Fires to Peroxyacetyl Nitrate (PAN) over North America and Asia,,2015,,0,E. Fischer; V. Payne; Liye Zhu; J. Worden; Zhe Jiang; S. Kulawik; Steven J. Brey
exclude,0.058,"Improved O3 and CO Profile Retrievals Using Multispectral Measurements from NASA ''A Train'', Suomi NPP, and S5P Satellites",,2015,,0,D. Fu; K. Bowman; K. Miyazaki; S. Kulawik; J. Worden; H. Worden; N. Livesey; V. Payne; M. Luo; V. Natraj; Shanshan Yu; P. Veefkind; I. Aben; J. Landgraf; L. Flynn; H. Yong; Xiong Liu; L. Strow; F. Irion; E. Fishbein; L. Kuai
exclude,0.058,Optimal Estimation of the Carbonyl Sulfide Surface Flux Through Inverse Modeling of TES Observations,,2014,,0,L. Kuai; J. Worden; M. Lee; J. Campbell; S. Kulawik; R. Weidner
exclude,0.058,Constrain Carbonyl Sulfide Ocean flux using free tropospheric observations from Aura Tropospheric Emissions Spectrometer,,2013,,0,L. Kuai; J. Worden; J. Campbell; S. Kulawik; S. Montzka; J. Liu
exclude,0.058,CO profile retrieved from combined TES and MLS measurements on Aura satellite,,2012,,0,M. Luo; W. Read; N. Livesey; S. Kulawik; J. Worden; R. Herman
exclude,0.058,Preliminary estimates of carbon emissions constrained by GOSAT from the NASA Carbon Monitoring Study Flux Pilot Project,,2011,,0,K. Bowman; Junjie Liu; Meemong Lee; S. Pawson; L. Ott; D. Menemenlis; J. Fisher; G. Collatz; C. Potter; W. Gregg; H. Brix; Z. Zhu; C. Hill; S. Dutkiewicz; M. Follows; D. Henze; R. Nassar; Dylan B. A. Jones; S. Kulawik; M. Gunson; K. Jucks
exclude,0.058,Constraints on near surface and free Troposphere CO2 concentrations using the Tropospheric Emission Spectrometer (TES) CO2 data and the GEOS-Chem model,,2011,,0,S. Kulawik; K. Bowman; M. Lee; R. Nassar; D. Jones; S. Biraud; S. Wofsy; D. Wunch; J. Worden
exclude,0.058,New TES profile retrievals of Tropospheric Methane,,2010,,0,J. Worden; S. Kulawik; C. Frankenberg; V. Payne; D. Jacob; K. Bowman
exclude,0.058,Using surface and space-based observations of CO2 for inverse modeling of carbon fluxes,,2009,,0,R. Nassar; D. Jones; S. Kulawik; J. M. Chen
exclude,0.058,Optimal Estimation Retrievals of CO2 from AIRS spectra,,2009,,0,F. Irion; S. Kulawik; B. Kahn; J. Worden; K. Bowman; E. Fishbein
exclude,0.058,We estimate the tropospheric column ozone using a forward trajectory model to increase the horizontal resolution of the Aura Microwave Limb Sounder,,2007,,0,M. Schoeberl; J. Ziemke; B. Bojkov; N. Livesey; B. Duncan; S. Strahan; L. Froidevaux; S. Kulawik; P. Bhartia; S. Chandra; P. Levelt; J. Witte; A. Thompson; E. Cuevas; A. Redondas; D. Tarasick; J. Davies; G. Bodeker; G. Hansen; B. Johnson; S. Oltmans; H. Vömel; M. Allaart; H. Kelder; M. Newchurch; S. Godin-Beekmann; G. Ancellet; H. Claude; S. Andersen; E. Kyrö; M. Parrondos; M. Yela; G. Zabłocki; D. Moore; H. Dier; P. Gathen; P. Viatte; R. Stübi; B. Calpini; P. Skřivánková; V. Dorokhov; H. Backer; F. Schmidlin; G. Coetzee; M. Fujiwara; V. Thouret; F. Posny; G. Morris; J. Merrill; C. Leong; G. Koenig-Langlo; E. Joseph
exclude,0.058,Convective transport of water vapor and air pollutants in the southeastern US: a multiscale modeling study including soil moisture and multispecies chemical data assimilation,,2019,,0,Min Huang; J. Crawford; K. Miyazaki; K. Bowman; J. Santanello; Sujay V. Kumar
exclude,0.058,Assimilating Satellite Ozone Data into Global Photochemical Models: Evaluating how the Models Simulate Lower Troposphere and Surface Ozone,,2019,,0,G. Osterman; J. Neu; K. Miyazaki; K. Bowman
exclude,0.058,Detecting drought impact on terrestrial biosphere carbon fluxes over US with satellite observations,,2018,,0,Junjie Liu; N. Parazoo; K. Bowman; A. Bloom; D. Wunch; D. Schimel; K. Gurney
exclude,0.058,Role of Climate Variability and Land Use on Fire Emissions of Carbon gasses in the 21rst Century,,2018,,0,J. Worden; A. Bloom; D. Schimel; K. Bowman; Junjie Liu; S. Saatchi
exclude,0.058,Observing the tropical carbon balance sensitivity to memory and climate extremes.,,2018,,0,A. Bloom; Junjie Liu; K. Bowman; A. Konings; S. Saatchi; J. Worden; H. Worden; N. Parazoo; Mat Williams; D. Schimel
exclude,0.058,"Toward coordinated space-based air quality, carbon cycle, and ecosystem measurements to quantify air quality-ecosystem interactions",,2016,,0,J. Neu; D. Schimel; M. Lerdau; D. Drewry; D. Fu; V. Payne; K. Bowman; J. Worden
exclude,0.058,Pollution over Megacity Regions from the Tropospheric Emission Spectrometer (TES),,2015,,0,K. Cady-Pereira; V. Payne; J. Hegarty; M. Luo; K. Bowman; D. Millet
exclude,0.058,Benchmarking climate model top-of-atmosphere radiance in the 9.6 micron ozone band compared to TES and IASI observations,,2014,,0,H. Worden; K. Bowman; Andrew J. Conley; J. Lamarque; D. Shindell; C. Clerbaux; P. Coheur; Stamatia Doniki
exclude,0.058,Impact of Southern California anthropogenic emissions on air quality in the Western US,,2012,,0,Min Huang; G. Carmichael; K. Bowman; R. Pierce; C. Wiedinmyer; J. Holloway; I. Pollack; T. Ryerson; O. Cooper; H. Worden
exclude,0.058,"High-resolution inversion of methane emissions in North America using satellite observations (SCIAMACHY, TES, GOSAT)",,2012,,0,K. Wecht; D. Jacob; M. Payer; D. Henze; J. Worden; V. Payne; C. Frankenberg; K. Bowman; H. Boesch
exclude,0.058,Evaluating the Impact of AIRS Mid-Troposphere CO2 on the Tropical Surface CO2 Flux Estimation,,2012,,0,Junjie Liu; K. Bowman; D. Henze; E. Olsen
exclude,0.058,Impact of atmospheric composition on climate: perspective from the Tropospheric Emission Spectrometer (Invited),,2010,,0,K. Bowman
exclude,0.058,Relating ocean clouds to moist processes using water vapor isotope measurements over tropics and subtropics,,2009,,0,Jeonghoon Lee; J. Worden; D. Noone; J. Li; A. Legrande; K. Bowman; A. Eldering; G. Schmidt; J. Adkins
exclude,0.058,Satellite Observations of Tropospheric Ammonia,,2008,,0,M. Shephard; M. Luo; C. Rinsland; K. Cady-Pereira; R. Beer; R. Pinder; D. Henze; V. Payne; S. Clough; C. Rodgers; G. Osterman; K. Bowman; H. Worden
exclude,0.058,"Evaluating and improving the results of air quality models in Texas using TES, AIRS and other satellite data",,2008,,0,G. Osterman; C. Harper; M. Estes; W. Zhao; K. Bowman; B. Pierce; B. Irion; B. Kahn; J. Al-Saadi
exclude,0.058,Annual variability of Tropospheric Water Vapour Isotopes as observed by TES,,2007,,0,J. Worden; D. Noone; D. P. Brown; K. Bowman
exclude,0.058,Combining TES Ozone with GOES Water Vapor to Discern Dynamically Driven Stratospheric Enhancements in the Upper Troposphere,,2007,,0,S. Felker; J. Moody; A. Wimmers; K. Bowman; G. Osterman
exclude,0.058,Potential of TES to constrain estimates of continental sources of carbon monoxide,,2003,,0,Dylan B. A. Jones; P. Palmer; D. Jacob; K. Bowman; J. Worden; R. Hoffman
exclude,0.058,Atmospheric retrievals with the Tropospheric Emission Spectrometer (TES),,2003,,0,K. Bowman
exclude,0.058,Characterization of Aura-TES (Tropospheric Emission Spectrometer) nadir and limb retrievals,,2002,,0,H. Worden; R. Beer; K. Bowman; A. Eldering; M. Luo; G. Osterman; S. Sund; J. Worden; T. Steck
exclude,0.058,Satellite Observations of Tropospheric Chemistry,,2001,,0,D. Jacob; E. Martin; P. Palmer; Dylan B. A. Jones; C. Heald; K. Chance; K. Bowman; J. Worden; R. Hoffman
exclude,0.058,Capturing tropospheric ozone time variability : a study using TES Nadir Retrievals,,2001,10.1364/ors.2001.pd1,0,K. Bowman; T. Steck; H. Worden; J. Worden; S. Clough; C. Rodgers
exclude,0.058,Hemispheric and regional monthly average carbon monoxide from satellite instruments,,2020,10.5065/xvqe-0p52,0,R. Buchholz; H. Worden; J. Warner; M. Luo; V. Payne; M. George
exclude,0.058,Evaluation of recent updates to the spectroscopy of CO2 and CH4 in the thermal infrared using observations from IASI,,2012,,0,M. Shephard; M. Alvarado; V. Payne; E. Mlawer; Gennady Uymin; K. Cady-Pereira; J. Delamere; J. Moncet
exclude,0.058,"Supplementary material to ""Satellite soil moisture data assimilation impacts on modeling weather variables and ozone in the southeastern US – Part 2: Sensitivity to dry deposition parameterizations""",,2022,10.5194/acp-2021-1068-supplement,0,Min Huang; J. Crawford; G. Carmichael; K. Bowman; Sujay V. Kumar; C. Sweeney
exclude,0.058,"Supplementary material to ""Satellite soil moisture data assimilation impacts on modeling weather and ozone in the southeastern US – part I: an overview""",,2020,10.5194/acp-2020-499-supplement,0,Min Huang; J. Crawford; J. Digangi; G. Carmichael; K. Bowman; Sujay V. Kumar; X. Zhan
exclude,0.058,Attributing Methane and Ozone Radiative Forcing to Changes in Precursor Emissions: Constraints on Atmospheric Oxidation from Multiple Satellite Instruments and Adjoint Sensitivity Analysis,,2015,,0,T. Walker; K. Bowman; J. Liu; Z. Jiang; L. Lamsal; A. Turner
exclude,0.058,Towards Low-Latency Estimation of Atmospheric CO2 Growth Rates using Satellite Observations: Evaluating Sampling Errors of Satellite and In Situ Observing Approaches,,,,0,Sudhanshu Pandey; John B. Miller; S. Basu; Junjie Liu; Brad Weir; Brendan Byrne; F. Chevallier; K. Bowman; Zhiqiang Liu; Feng Deng; C. O’Dell; A. Chatterjee
exclude,0.058,Contribution of tropical wetland and biomass burning emissions to the methane growth rate: new insights from lower tropospheric partial column retrievals,,2017,,0,Yi Yin; J. Worden; A. Bloom; C. Frankenberg
exclude,0.058,Remote Sensing of the isotopic composition of water vapor: Application to hydrology and climate,,2015,,0,J. Worden
exclude,0.058,Comparison of Methane Data Products from the TES and AIRS Infrared Sounders,,2015,,0,T. Pagano; T. Pagano; J. Worden
exclude,0.058,Using water isotopic measurements for understanding model biases in model simulations of the hydrological cycle over Western Siberia,,2014,,0,V. Gryazin; C. Risi; J. Jouzel; N. Kurita; J. Worden; C. Frankenberg; V. Bastrikov; K. Gribanov; O. Stukova
exclude,0.058,Remote Sensing of the Carbon Cycle: Exploiting New Measurements and Linkages to the Water Cycle III Posters,,2014,,0,J. Worden
exclude,0.058,Asian monsoon hydrometeorology from water isotopes: implications for speleothem climate record interpretation,,2012,,0,J. Lee; C. Risi; I. Fung; J. Worden; R. Scheepmaker; B. Lintner; C. Frankenberg
exclude,0.058,Validation of ammonia satellite retrievals with ground-based FTIR,,2016,,0,E. Dammers; M. Palm; M. Damme; M. Shephard; L. Clarisse; K. Cady-Pereira; S. Whitburn; P. Coheur; M. Schaap; J. Erisman
exclude,0.058,"Evaluating CMAQ Simulations of Ammonia Sources, Formation and Impacts using Surface, Aircraft, and Satellite Data",,2014,,0,C. Lonsdale; M. Alvarado; K. Cady-Pereira; J. Hegarty; D. Henze; J. Nowak; J. Murphy; R. Ellis; T. VandenBoer; M. Markovic
exclude,0.058,Evaluating the Information from Minor Trace Gas Measurements by the Tropospheric Emission Spectrometer (TES),,2012,,0,K. Cady-Pereira; M. Shephard; D. Henze; Liye Zhu; R. Pinder; J. Bash; J. Walker; D. Millet; K. C. Wells; G. Jeong; M. Luo; S. Chaliyakunnel
exclude,0.058,NH 3 inverse modeling using TES NH 3 observations and surface measurements,,2011,,0,Liye Zhu; D. Henze; K. Cady-Pereira; M. Shephard; M. Luo; R. Pinder; J. Bash
exclude,0.058,"A Three-Way Comparison Between TES/OSS Retrievals, their PDS Counterparts, and Radio Science Profiles",,2011,,0,J. Eluszkiewicz; M. Hoffman; J. Moncet; Gennady Uymin; D. Weisenstein; K. Cady-Pereira
exclude,0.058,Predicting Fire Season Intensity in Maritime Southeast Asia with Interpretable Models,,2021,10.1002/essoar.10508265.1,0,William S. Daniels; R. Buchholz; H. Worden; F. Ahamad; D. Hammerling
exclude,0.058,Measurements of Pollution in the Troposphere (MOPITT) Observations from EOS/Terra,Handbook of Air Quality and Climate Change,2021,10.1007/978-981-15-2527-8_61-1,0,J. Drummond; H. Worden
exclude,0.058,"Supplementary material to ""Evaluation of MOPITT version 7 joint TIR-NIR XCO retrievals with TCCON""",,2019,10.5194/amt-2019-201-supplement,0,J. Hedelius; Tai-Long He; Dylan B. A. Jones; R. Buchholz; M. De Mazière; N. Deutscher; M. Dubey; D. Feist; D. Griffith; F. Hase; L. Iraci; P. Jeseck; M. Kiel; R. Kivi; Cheng Liu; I. Morino; J. Notholt; Y. Oh; H. Ohyama; D. Pollard; M. Rettinger; S. Roche; C. Roehl; M. Schneider; K. Shiomi; K. Strong; R. Sussmann; C. Sweeney; Y. Té; O. Uchino; V. Velazco; Wei Wang; T. Warneke; P. Wennberg; H. Worden; D. Wunch
exclude,0.058,Carbon Monoxide ( CO ) retrievals over urban regions 1 2,,2019,,0,Wenfu Tang; H. Worden; M. Deeter; D. Edwards; K. Louisa; Emmons; S. Martínez-Alonso; B. Gaubert; R. Buchholz; S. Glenn; Diskin; R. Dickerson; Y. Kondo
exclude,0.058,Lawrence Berkeley National Laboratory Recent Work Title Chemical Feedback From Decreasing Carbon Monoxide Emissions Permalink,,2018,,0,B. Gaubert; H. Worden; A. Arellano; L. Emmons; S. Tilmes; J. Barré; S. M. Alonso; F. Vitt; J. Anderson; F. Alkemade; S. Houweling; D. Edwards
exclude,0.058,Diagnostics of sources of tropospheric ozone using data assimilation during the KORUS-AQ campaign,,2017,,0,B. Gaubert; L. Emmons; K. Miyazaki; R. Buchholz; W. Tang; A. Arellano; S. Tilmes; J. Barré; H. Worden; K. Raeder; Jeffrey L. Anderson; D. Edwards
exclude,0.058,Tropospheric ozone observations – How well can we assess tropospheric ozone changes?,,2017,,0,D. Tarasick; J. Ziemke; Meiyun Lin; Junhua Liu; M. Schultz; C. Vigoroux; T. Leblanc; Xiuying Liu; M. Granados-Muñoz; J. Stähelin; H. Worden; W. Osman; J. Hannigan; I. Petropavlovskikh; G. Dufour; O. García; O. Cooper; J. Cuesta; G. Ancellet; Thouret; A. Thompson; T. Wallington; P. Zanis; G. Foret; M. Steinbacher; I. Galbally
exclude,0.058,Are the CCMI Emission Trends Consistent with MOPITT CO Observations,,2016,,0,S. Strode; H. Worden; S. Strahan
exclude,0.058,1 Interpreting Space-Based Trends in Carbon Monoxide 1 with Multiple Models 2 3,,2016,,0,S. Strode; H. Worden; M. Damon; A. Douglass; N. Bryan; Duncan; L. Emmons; J. Lamarque; M. Manyin; D. Luke; Oman; José M. Rodríguez; S. Strahan; S. Tilmes
exclude,0.058,Changing distributions of carbon monoxide (CO) from climate and land use driven fire patterns,,2016,,0,H. Worden
exclude,0.058,Interpreting Space-Based Trends in Carbon Monoxide 1 2,,2016,,0,S. Strode; H. Worden; M. Damon; A. Douglass; Duncan; L. Emmons; J. Lamarque; M. Manyin; Oman; José M. Rodríguez; S. Strahan; S. Tilmes
exclude,0.058,Limiting Factors for Satellite-Based Retrievals of Surface-Level Carbon Monoxide,,2015,,0,S. Martínez-Alonso; M. Deeter; H. Worden; J. Barré
exclude,0.058,The atmospheric composition geostationary satellite constellation for air quality and climate science: Evaluating performance with Observation System Simulation Experiments,,2014,,0,D. Edwards; J. Barré; H. Worden; A. Arellano; B. Gaubert; Jeffrey L. Anderson; A. Mizzi; W. Lahoz
exclude,0.058,"Constraining CO Emissions Using MOPITT, TES, and OMI Satellite Retrievals",,2014,,0,M. Keller; Dylan B. A. Jones; Z. Jiang; D. Henze; H. Worden
exclude,0.058,Time Resolved Atmospheric Carbon Satellite Observations from Geostationary Orbit,,2013,,0,D. Edwards; H. Worden; M. Deeter
exclude,0.058,Space-based measurements of boundary-layer carbon monoxide,,2011,10.1117/2.1201011.003431,0,M. Deeter; H. Worden; D. Edwards; J. Gille
exclude,0.058,Tropospheric Emission Spectrometer for the EOS Aura Satellite,,2001,,0,R. Beer; H. Worden
exclude,0.058,"Regional ozone mapping with the Airborne Emission Spectrometer (AES) for flights during the July, 1995 Southern Oxidants Study in Nashville, TN",Optical Remote Sensing of the Atmosphere,1997,10.1364/orsa.1997.owb.3,0,H. Worden; S. Nandi; D. Rider; R. Beer
exclude,0.058,Airborne High Resolution Infrared Spectroscopy of Western Wildfires.,,1995,,0,H. Worden; R. Beer; C. Rinsland
exclude,0.058,"Supplementary material to ""Seventeen years of ozone sounding at L'Aquila, Italy: evidence of mid-latitude stratospheric ozone recovery and tropospheric profile changes""",,2020,10.5194/acp-2020-525-supplement,0,D. Visioni; G. Pitari; V. Rizi; M. Iarlori; I. Cionni; Ilaria Quaglia; H. Akiyoshi; S. Bekki; N. Butchart; M. Chipperfield; M. Deushi; S. Dhomse; R. Garcia; P. Joeckel; D. Kinnison; J. Lamarque; M. Marchand; M. Michou; Olaf Morgenstern; T. Nagashima; F. O’Connor; L. Oman; D. Plummer; E. Rozanov; D. Saint‐Martin; R. Schofield; J. Scinocca; A. Stenke; K. Stone; K. Sudo; T. Tanaka; S. Tilmes; H. Tost; Y. Yamashita; G. Zeng
exclude,0.058,Responses of Arctic Black Carbon and Surface Temperature to 1 Multi-Region Emission Reductions: an HTAP2 Ensemble 2 Modeling Study 3,,2020,,0,Na Zhao; Xinyi Dong; Joshua S. Fu; M. Lund; K. Sudo; D. Henze; T. Kucsera; Y. Lam; M. Chin; S. Tilmes; Kan; Huang
exclude,0.058,"Supplementary material to ""Responses of Arctic Black Carbon and Surface Temperature to 
Multi-Region Emission Reductions: an HTAP2 Ensemble 
Modeling Study""",,2020,10.5194/acp-2020-1176-supplement,0,Na Zhao; Xinyi Dong; Joshua S. Fu; M. Lund; K. Sudo; D. Henze; T. Kucsera; Y. Lam; M. Chin; S. Tilmes; Kan Huang
exclude,0.058,A 0.56°-resolution global data assimilation of multi-chemical constituent satellite measurements,,2018,,0,T. Sekiya; K. Miyazaki; K. Ogochi; K. Sudo; M. Takigawa
exclude,0.058,Comprehensive observation of marine atmospheric composition on R/V Mirai: Spatio-temporal variations in ozone concentrations and comparisons with tropospheric chemistry reanalysis data set,,2018,,0,Y. Kanaya; F. Taketani; T. Miyakawa; K. Miyazaki; H. Takashima; S. Kato; K. Sudo
exclude,0.058,Estimating global budget of formaldehyde and BVOCs emission using satellite observations and global chemistry transport model,,2016,,0,K. Sudo; Yuki Isono; A. Ito; K. Miyazaki
exclude,0.058,MAX-DOAS Network Observations of NO2 in Asia and Russia during 2007-2012: Elucidation of NO2 Climatology and Systematic Evaluation of Satellite Observations from OMI,,2013,,0,Y. Kanaya; H. Irie; H. Takashima; H. Iwabuchi; H. Akimoto; K. Sudo; M. Gu; J. Chong; Y. J. Kim; Hanlim Lee; A. Li; F. Si; Jiaqiang Xu; P. Xie; W. Liu; A. Dzhola; O. Postylyakov; V. Ivanov; M. Sviridenkov; E. Grechko
exclude,0.058,An estimation of future change in surface ozone over East Asia under RCPs scenarios,,2012,,0,T. Nagashima; M. Nishizawa; H. Kawase; T. Nozawa; K. Sudo; T. Ohara
exclude,0.058,A Comparison of Different Methods in the Estimations of Source-Receptor Relationships for Tropospheric Ozone,,2010,,0,T. Nagashima; T. Ohara; K. Sudo; H. Akimoto
exclude,0.058,Impacts of Organic Ice Condensation on the Optical Properties of Haze on Pluto,The Planetary Science Journal,2023,10.3847/psj/acaf30,0,Jingyu Wang; S. Fan; Chao Liu; V. Natraj; L. Young; Y. Yung
exclude,0.058,Satellite observations of tropospheric BrO over salt lakes and northern high latitudes,,2017,,0,T. Kurosu; J. Stutz; Nathaniel W. Brock; A. Saiz‐Lopez; R. Suleiman; V. Natraj; G. Jaross; C. Seftor
exclude,0.058,A Fast and Accurate Two Orders of Scattering Model to Account for Polarization in Trace Gas Retrievals From Satellite Measurements,,2006,,0,V. Natraj; R. Spurr; H. Boesch; Y. Yung
exclude,0.058,Observations of Lower Stratospheric Water Vapor Injected by Overshooting Convection During SEAC4RS,,2015,,0,R. Herman
exclude,0.058,Comparison of FISH total water measurements with other hygrometers,,2012,,0,T. Klostermann; C. Schiller; M. Krämer; N. Spelten; D. Fahey; Jessica B. Smith; R. Herman; D. Hurst; H. Vömel
exclude,0.058,Recent measurements of water vapor in the TTL by the JPL Laser Hygrometer,,2007,,0,R. Herman; R. Troy; L. Christensen; P. Bui; W. Read; H. Vömel
exclude,0.058,LASE measurements of water vapor and relative humidity during SOLVE,,2000,,0,M. Mahoney; R. Ferrare; S. Ismail; E. Browell; S. Kooi; Lorraine Heilman; M. Clayton; V. Brackett; J. Barrick; G. Sachse; R. Herman; R. Bevilacqua
exclude,0.058,A portable FTS measurements during GOSAT and OCO-2 joint campaign in Western US 2017,,2017,,0,K. Shiomi; N. Kikuchi; A. Kuze; M. Hashimoto; H. Suto; F. Kataoka; K. Kasai; T. Arai; H. Oshio; H. Ohyama; I. Morino; A. Hori; J. Hedelius; H. Parker; C. Roehl; P. Wennberg; I. Leifer; L. Iraci; C. Bruegge; F. Schwandner; G. Osterman; D. Crisp
exclude,0.058,Evaluation of Cloud and Aerosol Screening of Early Orbiting Carbon Observatory-2 (OCO-2) Observations with Collocated MODIS Cloud Mask,,2015,,0,R. Nelson; T. Taylor; C. O'Dell; H. Cronk; P. Partain; C. Frankenberg; A. Eldering; D. Crisp; M. Gunson; A. Chang; B. Fisher; G. Osterman; H. Pollock; A. Savtchenko; E. J. Rosenthal
exclude,0.058,A Preliminary Validation Analysis of Orbiting Carbon Observatory-2 (OCO-2) Measurements Using TCCON Data,,2014,,0,G. Osterman; B. Fisher; C. Roehl; D. Wunch; P. Wennberg; A. Eldering; B. Naylor; D. Crisp; H. Pollock; M. Gunson
exclude,0.058,Age of Air in the Stratosphere from Observations,,2020,10.5194/egusphere-egu2020-12704,0,M. Linz; B. Birner; A. Plumb; E. Gerber; F. Haenel; G. Stiller; D. Kinnison; J. Neu
exclude,0.058,Using Satellite Data to Aid Quantification and Attribution of Background Ozone Changes in the Western US,,2019,,0,J. Neu
exclude,0.058,Understanding the Tropospheric Ozone Response to Changes in the Stratospheric Circulation,,2015,,0,J. Neu; D. Kinnison; A. Glanville; M. Lee; T. Walker
exclude,0.058,The Stratospheric Contribution to Tropospheric Ozone Variability and Trends,,2014,,0,J. Neu; T. Flury; G. Manney; W. Verstraeten; M. Santee; D. Kinnison; J. Worden; N. Livesey
exclude,0.058,Diagnosing the Transport of Pollution to the Upper Troposphere / Lower Stratosphere using Aura Microwave Limb Sounder Measurements of Methyl Chloride and Other Trace Gases,,2014,,0,J. Neu; M. Santee; D. Kinnison; J. Lamarque
exclude,0.058,Nitrogen Oxides from Biogenic Alkyl Nitrates: A Natural Source of Tropospheric Ozone,,2007,,0,J. Neu; M. Lawler; E. Saltzman; M. Prather
exclude,0.058,The anomalously small 2019 Antarctic ozone hole in an assimilation of MLS observations with the GEOS Constituent Data Assimilation System,,2020,10.1002/essoar.10503445.1,0,K. Wargan; B. Weir; G. Manney; S. Cohn; N. Livesey
exclude,0.058,High-Resolution Tomography of Upper Tropospheric and Lower Stratospheric Water Vapor with Spaceborne Active Microwave Limb Sounding,,2018,,0,N. Livesey
exclude,0.058,Recent Advances in Ozone Data Assimilation at the GMAO - Towards a New Reanalysis,,2012,,0,Wargan Krzysztof; S. Pawson; J. Nielsen; J. Witte; A. Douglass; S. Strahan; J. Joiner; P. Bhartia; N. Livesey; W. Read; P. Wagner; Honghanh T. Nguyen
exclude,0.058,Variability in Polar Processing and Ozone Loss Based on Seven Years of Aura Microwave Limb Sounder Measurements,,2011,,0,M. Santee; G. Manney; N. Livesey; L. Froidevaux; A. Lambert
exclude,0.058,Tropospheric Ozone from Assimilation of Aura Data using Different Definitions of the Tropopause,,2006,,0,I. Stajner; K. Wargan; Lang‐Ping Chang; H. Hayashi; S. Pawson; N. Livesey; P. Bhartia
exclude,0.058,Tropospheric and stratospheric ozone from assimilation of Aura data,,2006,,0,I. Stajner; K. Wargan; Lang‐Ping Chang; H. Hayashi; S. Pawwson; L. Froidevaux; N. Livesey; P. Bhartia
exclude,0.058,Observations of Bromine Monoxide from the Microwave Limb Sounder on Aura,,2004,,0,N. Livesey; W. Read; J. Waters; R. Jarnot
exclude,0.058,The CubeSat Infrared Atmospheric Sounder (CIRAS): reducing the cost of future A-train-like measurements,,2017,,0,T. Pagano; D. Rider; J. Teixeira; H. Aumann; N. Raouf; Daniel W. Wilson; A. Lamborn; R. Jarnot; Dean Johnson; A. Andrade; K. Yee; S. Gunapala; D. Ting; Don Rafol; F. Irion; C. Heneghan; J. Piazzolla; B. Good; T. Kampe; T. Vengel; Arn Adams; M. Pallas; L. Strow; C. Barnet; M. Goldberg; J. Susskind
exclude,0.058,Validation of AIRS Version 6 Retrievals,,2010,,0,E. Fetzer; F. Irion; H. T. Dang; K. Yau
exclude,0.058,What do instruments in NASA's A-Train reveal about regional trends in atmospheric water vapor?,,2008,,0,E. Fetzer; W. Read; S. Granger; M. Juárez; F. Irion; B. Lambrigtsen; B. Kahn; V. Dang; D. Waliser
exclude,0.058,"Analyses of Atmospheric Carbon Difluorochlorine, Heavy Ozone, Deuterated Water and Deuterated Methane from ATMOS Spectra",,1996,,0,F. Irion
exclude,0.038,The Earth observing system microwave limb sounder (EOS MLS) on the aura Satellite,IEEE Transactions on Geoscience and Remote Sensing,2006,10.1109/tgrs.2006.873771,1386,J. Waters; L. Froidevaux; R. Harwood; R. Jarnot; H. Pickett; W. Read; P. Siegel; R. Cofield; M. Filipiak; D. Flower; J. Holden; G. K. Lau; N. Livesey; G. Manney; H. Pumphrey; M. Santee; Dong L. Wu; D. Cuddy; Richard R. Lay; M. S. Loo; V. Perun; M. Schwartz; P. Stek; R. Thurstans; M. A. Boyles; K. Chandra; M. C. Chavez; Gun-Shing Chen; Bharat V. Chudasama; R. Dodge; R. Fuller; M. A. Girard; J. Jiang; Yibo Jiang; B. Knosp; R. LaBelle; J. Lam; K. Lee; Dominick Miller; J. Oswald; N. Patel; D. Pukala; O. Quintero; David M. Scaff; W. V. Snyder; M. Tope; P. Wagner; M. Walch
