suggested_action,relevance,title,venue,year,doi,citations_s2,authors
exclude,0.03,Differential absorption radar techniques – Part 1: Surface pressure,,2014,10.5194/amtd-7-5795-2014,1,L. Millán; M. Lebsock; N. Livesey; S. Tanelli; G. Stephens
exclude,0.03,Probing the sensitivity of polarimetric O 2 A-band measurements to clouds with emphasis on potential OCO-2 and GOSAT retrievals,,2014,10.5194/amtd-7-9603-2014,1,S. Sanghavi; M. Lebsock; G. Stephens
exclude,0.03,On the climate sensitivity in global aqua-planet simulations,,2015,,0,K. Suselj; J. Teixeira
exclude,0.03,Implementação de Técnica para a Detecção do Complexo QRS em Sinais de ECG,,2020,10.14209/sbrt.2020.1570644478,0,G. S. Lazaretti; Khaled Bakri; E. Kuhn; João Paulo Ramos Teixeira
exclude,0.03,EEG Discrimination with Artificial Neural Networks,International Conference on Bio-inspired Systems and Signal Processing,2013,10.5220/0004249702360241,0,Sérgio Daniel Rodrigues; João Paulo Ramos Teixeira; P. Rodrigues
exclude,0.03,Liquid marine cloud geometric thickness retrieved from OCO-2's oxygen A-band spectrometer,,2018,10.5194/amt-2018-387,0,M. Richardson; J. Leinonen; H. Cronk; J. McDuffie; M. Lebsock; G. Stephens
exclude,0.03,An observationally-based evaluation of clouds and radiation in global climate numerical models using contemporary satellite data,,2016,,0,Juilin Li; D. Waliser; Wei‐Ting Chen; M. Deng; Seungwon Lee; T. L’Ecuyer; G. Stephens; M. Lebsock; M. Christensen; B. Guan; J. Jiang; J. Teixeira
exclude,0.03,The feasibility of water vapor sounding inside clouds or precipitation using a differential absorption radartechnique,,2016,,0,L. M. Valle; M. Lebsock; N. Livesey; K. Cooper; S. Tanelli
exclude,0.03,The Precipitation Susceptibility of Marine Low Clouds Derived from Measurements Collected by Cloudsat and MODIS,,2012,,0,G. Mace; S. Avey; S. Tanelli; M. Lebsock
exclude,0.03,Observational constraints on the sub-grid variability of cloud and rain: Implications for microphysical parameterization,,2012,,0,M. Lebsock; H. Morrison; A. Gettelman
exclude,0.03,Precipitation driving of droplet concentration 1 variability in marine low clouds 2 3 4,,2012,,0,R. Wood; D. Leon; M. Lebsock; J. Snider; A. Clarke
exclude,0.03,Sub-grid scale variability of cloud and rain: Implications for microphysical parameterization,,2012,,0,M. Lebsock
exclude,0.03,Aerosol Indirect Effects on Warm Clouds as Observed by the A-Train Satellites,,2008,,0,G. Stephens; M. Lebsock
exclude,0.03,A dual-frequency (W-band and G-band) radar optimal estimation framework to retrieve drizzle properties more accurately,,,,0,Juan M. Socuéllamos; M. Lebsock; Raquel Rodriguez Monje; M. Kurowski; Derek J. Posselt; Robert M. Beauchamp
exclude,0.0,An update on Earth's energy balance in light of the latest global observations,,2012,10.1038/ngeo1580,912,G. Stephens; Juilin Li; M. Wild; C. Clayson; N. Loeb; S. Kato; T. L’Ecuyer; P. Stackhouse; M. Lebsock; T. Andrews
exclude,0.0,CloudSat mission: Performance and early science after the first year of operation,,2008,10.1029/2008jd009982,907,G. Stephens; D. Vane; S. Tanelli; E. Im; S. Durden; M. Rokey; D. Reinke; P. Partain; G. Mace; R. Austin; T. L’Ecuyer; J. Haynes; M. Lebsock; Kentaroh Suzuki; D. Waliser; Dong L. Wu; J. Kay; A. Gettelman; Zhien Wang; R. Marchand
exclude,0.0,"Remote sensing of drought: Progress, challenges and opportunities",,2015,10.1002/2014rg000456,798,A. Aghakouchak; A. Farahmand; F. Melton; João Paulo Ramos Teixeira; Martha C. Anderson; B. Wardlow; C. Hain
exclude,0.0,A Global View on the Wind Sea and Swell Climate and Variability from ERA-40,,2011,10.1175/2010jcli3718.1,454,Á. Semedo; K. Suselj; A. Rutgersson; A. Sterl
exclude,0.0,The retrieval of warm rain from CloudSat,,2011,10.1029/2011jd016076,161,M. Lebsock; T. L’Ecuyer
exclude,0.0,Status of high‐latitude precipitation estimates from observations and reanalyses,Journal of Geophysical Research - Atmospheres,2016,10.1002/2015jd024546,127,A. Behrangi; M. Christensen; Mark T. Richardson; M. Lebsock; Graeme L. Stephens; G. Huffman; D. Bolvin; R. Adler; Alex Gardner; Bjorn Lambrigtsen; Eric Fetzer
exclude,0.0,On the quantification of oceanic rainfall using spaceborne sensors,,2012,10.1029/2012jd017979,112,A. Behrangi; M. Lebsock; S. Wong; B. Lambrigtsen
exclude,0.0,An Update on the Oceanic Precipitation Rate and Its Zonal Distribution in Light of Advanced Observations from Space,,2014,10.1175/jcli-d-13-00679.1,110,A. Behrangi; G. Stephens; R. Adler; G. Huffman; B. Lambrigtsen; M. Lebsock
exclude,0.0,The Multi-Sensor Advanced Climatology of Liquid Water Path (MAC-LWP).,Journal of Climate,2017,10.1175/jcli-d-16-0902.1,103,G. Elsaesser; C. O’Dell; M. Lebsock; R. Bennartz; T. Greenwald; F. Wentz
exclude,0.0,A Comparison of Precipitation Occurrence from the NCEP Stage IV QPE Product and theCloudSatCloud Profiling Radar,,2014,10.1175/jhm-d-13-048.1,90,M. Smalley; T. L’Ecuyer; M. Lebsock; J. Haynes
exclude,0.0,Microphysical implications of cloud‐precipitation covariance derived from satellite remote sensing,,2013,10.1002/jgrd.50347,85,M. Lebsock; H. Morrison; A. Gettelman
exclude,0.0,ESD Reviews: Climate feedbacks in the Earth system and prospects for their evaluation,Earth System Dynamics,2019,10.5194/esd-10-379-2019,82,C. Heinze; V. Eyring; V. Eyring; P. Friedlingstein; Colin G. Jones; Y. Balkanski; W. Collins; T. Fichefet; Shuang Gao; A. Hall; D. Ivanova; D. Ivanova; W. Knorr; R. Knutti; A. Löw; M. Ponater; M. Schultz; M. Schulz; P. Siebesma; P. Siebesma; João Paulo Ramos Teixeira; G. Tselioudis; M. Vancoppenolle
exclude,0.0,Application of active spaceborne remote sensing for understanding biases between passive cloud water path retrievals,,2014,10.1002/2014jd021568,79,M. Lebsock; H. Su
exclude,0.0,Exposing biases in retrieved low cloud properties from CloudSat: A guide for evaluating observations and climate data,,2013,10.1002/2013jd020224,61,M. Christensen; G. Stephens; M. Lebsock
exclude,0.0,Low cloud precipitation climatology in the southeastern Pacific marine stratocumulus region using CloudSat,,2013,10.1088/1748-9326/8/1/014027,55,A. Rapp; M. Lebsock; T. L’Ecuyer
exclude,0.0,Aerosol effect on the warm rain formation process: Satellite observations and modeling,,2013,10.1002/jgrd.50043,45,Kentaroh Suzuki; G. Stephens; M. Lebsock
exclude,0.0,Atmospheric Humidity Sounding Using Differential Absorption Radar Near 183 GHz,IEEE Geoscience and Remote Sensing Letters,2018,10.1109/lgrs.2017.2776078,42,K. Cooper; Raquel Rodriguez Monje; L. Millán; M. Lebsock; S. Tanelli; J. Siles; Choonsup Lee; Andrew Brown
exclude,0.0,CloudSat and CALIPSO within the A-Train: Ten Years of Actively Observing the Earth System,,2017,10.1175/bams-d-16-0324.1,42,Graeme L. Stephens; D. Winker; Jacques Pelon; C. Trepte; D. Vane; Cheryl Yuhas; T. L’Ecuyer; M. Lebsock
exclude,0.0,Arctic Observation and Reanalysis Integrated System: A New Data Product for Validation and Climate Study,,2016,10.1175/bams-d-14-00273.1,41,M. Christensen; A. Behrangi; T. L’Ecuyer; N. Wood; M. Lebsock; G. Stephens
exclude,0.0,Information content of near‐infrared spaceborne multiangular polarization measurements for aerosol retrievals,,2007,10.1029/2007jd008535,40,M. Lebsock; T. L’Ecuyer; G. Stephens
exclude,0.0,Regional Intensification of the Tropical Hydrological Cycle During ENSO,,2018,10.1029/2018gl077598,36,G. Stephens; M. Hakuba; M. Webb; M. Lebsock; Q. Yue; B. Kahn; S. Hristova-Veleva; A. Rapp; C. Stubenrauch; G. Elsaesser; J. Slingo
exclude,0.0,Improved Retrieval of Cloud Liquid Water from CloudSat and MODIS,,2016,10.1175/jamc-d-16-0077.1,34,J. Leinonen; M. Lebsock; G. Stephens; Kentaroh Suzuki
exclude,0.0,North Sea near-surface wind climate and its relation to the large-scale circulation patterns,,2010,10.1007/s00704-009-0149-2,27,K. Suselj; A. Sood; D. Heinemann
exclude,0.0,On the Consequences of Resampling Microwave Radiometer Observations for Use in Retrieval Algorithms,,2009,10.1175/2009jamc2155.1,27,A. Rapp; M. Lebsock; C. Kummerow
exclude,0.0,Causes of WRF surface energy fluxes biases in a stratocumulus region,Climate Dynamics,2015,10.1007/s00382-015-2599-9,25,A. Jousse; A. Hall; F. Sun; João Paulo Ramos Teixeira
exclude,0.0,Segmental durations predicted with a neural network,Interspeech,2003,10.21437/eurospeech.2003-91,24,João Paulo Ramos Teixeira; D. Freitas
exclude,0.0,Observational Constraint for Precipitation in Extratropical Cyclones: sensitivity to data sources,,2018,10.1175/jamc-d-17-0289.1,23,C. Naud; J. Booth; M. Lebsock; M. Grecu
exclude,0.0,"Phonetic events from the labeling the european portuguese database for speech synthesis, FEUP/IPBDB",Interspeech,2001,10.21437/eurospeech.2001-400,21,João Paulo Ramos Teixeira; D. Freitas; D. Braga; M. Barros; V. Latsch
exclude,0.0,Interregional differences in MODIS‐derived cloud regimes,,2016,10.1002/2016jd025193,20,J. Leinonen; M. Lebsock; L. Oreopoulos; N. Cho
exclude,0.0,An observed tropical oceanic radiative-convective cloud feedback.,,2010,10.1175/2009jcli3091.1,20,M. Lebsock; C. Kummerow; G. Stephens
exclude,0.0,Variability of Wind Sea and Swell Waves in the North Atlantic Based on ERA-40 Re-analysis,,2009,,19,Á. Semedo; K. Suselj; A. Rutgersson
exclude,0.0,Differential absorption radar techniques: surface pressure,,2014,10.5194/amt-7-3959-2014,18,L. Millán; M. Lebsock; N. Livesey; S. Tanelli; G. Stephens
exclude,0.0,"Analysis and Forecasting Incidence, Intensive Care Unit Admissions, and Projected Mortality Attributable to COVID-19 in Portugal, the UK, Germany, Italy, and France: Predictions for 4 Weeks Ahead",Bioengineering,2021,10.3390/bioengineering8060084,16,Kathleen Carvalho; J. Vicente; M. Jakovljevic; João Paulo Ramos Teixeira
exclude,0.0,Acoustic Analysis of Chronic Laryngitis - Statistical Analysis of Sustained Speech Parameters,International Conference on Bio-inspired Systems and Signal Processing,2018,10.5220/0006586301680175,15,João Paulo Ramos Teixeira; J. Fernandes; F. Teixeira; P. Fernandes
exclude,0.0,Climate feedbacks in the Earth system and prospects for their evaluation,,2018,10.5194/esd-2018-84,12,C. Heinze; V. Eyring; V. Eyring; P. Friedlingstein; Colin G. Jones; Y. Balkanski; W. Collins; T. Fichefet; Shuang Gao; A. Hall; D. Ivanova; D. Ivanova; W. Knorr; R. Knutti; A. Löw; M. Ponater; M. Schultz; M. Schulz; P. Siebesma; P. Siebesma; João Paulo Ramos Teixeira; G. Tselioudis; M. Vancoppenolle
exclude,0.0,Eastern Pacific Cloud Aerosol Precipitation Experiment (EPCAPE) Science Plan,,2021,10.2172/1804710,12,Lynn Russell; B. Pnnl; D. Lubin; I. Silber; E. Eloranta; J. Muelmenstaedt; S. Burrows; A. Aiken; Dié Wang; M. Petters; Mark Miller; A. Ackerman; A. Fridlind; M. Witte; M. Lebsock; D. Painemal; R. Chang; J. Liggio; M. Wheeler
exclude,0.0,Determination of Harmonic Parameters in Pathological Voices—Efficient Algorithm,Applied Sciences,2023,10.3390/app13042333,10,J. Fernandes; Diamantino Freitas; A. Júnior; João Paulo Ramos Teixeira
exclude,0.0,Is the Mediterranean Sea surface height variability predictable,,2008,10.1016/j.pce.2006.12.001,9,K. Suselj; M. Tsimplis; K. Bergant
exclude,0.0,Prediction of fujisaki model's phrase commands,Interspeech,2003,10.21437/eurospeech.2003-154,9,João Paulo Ramos Teixeira; D. Freitas; H. Fujisaki
exclude,0.0,Modelização paramétrica de sinais para aplicação em sistemas de conversão texto-fala,,1995,,7,João Paulo Ramos Teixeira
exclude,0.0,Climate Impact of Cloud Water Inhomogeneity through Microphysical Processes in a Global Climate Model,Journal of Climate,2020,10.1175/jcli-d-19-0772.1,6,Haruka Hotta; Kentaroh Suzuki; D. Goto; M. Lebsock
exclude,0.0,Correcting Biased Evaporation in CloudSat Warm Rain,IEEE Transactions on Geoscience and Remote Sensing,2017,10.1109/tgrs.2017.2722469,6,P. Kalmus; M. Lebsock
exclude,0.0,Status of the CloudSat Mission,,2020,10.1007/978-3-030-24568-9_2,5,M. Lebsock; T. L’Ecuyer; N. Wood; J. Haynes; M. Smalley
exclude,0.0,Evaluation of a Segmental Durations Model for TTS,International Conference on Computational Processing of the Portuguese Language,2003,10.1007/3-540-45011-4_6,4,João Paulo Ramos Teixeira; D. Freitas
exclude,0.0,2022: DOE-NOAA Marine Cloud Brightening Workshop,,2022,10.2172/1902718,3,G. Feingold; V. Ghate; Lynn Russell; P. Blossey; W. Cantrell; M. Christensen; M. Diamond; A. Gettelman; F. Glassmeier; James Haywood; F. Hoffmann; C. Kaul; M. Lebsock; A. McComiskey; D. McCoy; Y. Ming; J. Muelmenstaedt; A. Possner; Prasanth Prabhakaran; P. Quinn; S. Schmidt; R. Shaw; C. Singer; A. Sorooshian; V. Toll; Jessica S. Wan; R. Wood; Fan Yang; Jianhao Zhang; Xue-Song Zheng
exclude,0.0,A Global View of the Wind Sea and Swell Waves Interannual Variability from ERA-40,,2009,,2,Á. Semedo; K. Suselj
exclude,0.0,Wind resource and site assessment in the German Bight: Extreme Winds at Meso- to Microscale,,2007,,2,A. Sood; K. Suselj; D. Heinemann; Forwind
exclude,0.0,A formação em enfermagem de reabilitação em Portugal entre 1963 e 2005,Revista de Enfermagem Referência,2021,10.12707/rv20054,2,Nuno Correia; João Paulo Ramos Teixeira; Rafael Bernardes; P. Queirós
exclude,0.0,Alzheimer's electroencephalogram event scalp localization,Systems,2015,10.1109/nds.2015.7332640,2,P. Rodrigues; D. Freitas; João Paulo Ramos Teixeira
exclude,0.0,Evaluation of EEG spectral features in alzheimer disease discrimination,European Signal Processing Conference,2013,10.5281/zenodo.43596,2,P. Rodrigues; Bruno C. Bispo; D. Freitas; João Paulo Ramos Teixeira; A. Carreres
exclude,0.0,On the Use of Prosodic Labelling in Corpus-Based Linguistic Studies of Spontaneous Speech,"International Conference on Text, Speech and Dialogue",2003,10.1007/978-3-540-39398-6_55,2,D. Braga; D. Freitas; João Paulo Ramos Teixeira; Aldina Marques
exclude,0.0,Developing a voiced information retrieval system for the portuguese language capable to handle both brazilian and portuguese spoken versions,EUROSPEECH,1999,10.21437/eurospeech.1999-91,2,Márcio N. de Souza; E. Caprini; G. J. C. Machado; M. V. Ludolf; L. Calôba; J. Seixas; F. Resende; S. Netto; D. Freitas; João Paulo Ramos Teixeira; Carlos Espain; V. Pera; F. Moreira
exclude,0.0,Cloud Dynamics Revealed by a G-band Humidity-Sounding Differential Absorption Radar,International Radar Conference,2020,10.1109/radarconf2043947.2020.9266525,2,K. Cooper; R. Beauchamp; R. Roy; L. Millán; M. Lebsock; R. Monje
exclude,0.0,Decontamination of sea level trends at tide gauges by use of modes,,2005,,1,M. Tsimplis; A. Shaw; O. Andersen; L. Fenoglio-Marc; N. Kjaer; P. Knudsen; M. Pasarić; F. Raicich; K. Suselj
exclude,0.0,Smart Data Driven System for Pathological Voices Classification,OL2A,2022,10.1007/978-3-031-23236-7_29,1,J. Fernandes; Arnaldo Candido; Diamantino Freitas; João Paulo Ramos Teixeira
exclude,0.0,"Supporting material for ""Reappraisal of the effective radiative forcing of ozone-depleting substances""",,2020,10.5281/zenodo.3923155,1,Olaf Morgenstern; F. O’Connor; B. Johnson; G. Zeng; J. Mulcahy; Jonny H. T. Williams; João Paulo Ramos Teixeira; M. Michou; P. Nabat; L. Horowitz; V. Naik; L. T. Sentman; M. Deushi; S. Bauer; K. Tsigaridis; D. Shindell; D. Kinnison
exclude,0.0,Evaluation of a system for F0 contour prediction for european Portuguese,Interspeech,2005,10.21437/interspeech.2005-564,1,João Paulo Ramos Teixeira; D. Freitas; H. Fujisaki
exclude,0.0,A Project of Speech Input and Output in an E-commerce Application,PorTAL,2002,10.1007/3-540-45433-0_22,1,D. Freitas; António Moura; D. Braga; Hélder Ferreira; João Paulo Ramos Teixeira; M. Barros; Paulo Gouveia; V. Latsch
exclude,0.0,Variable length coding of transformed LSF coefficients,EUROSPEECH,1999,10.21437/eurospeech.1999-375,1,João Paulo Ramos Teixeira; Elisabete Rosa Paulo; D. Freitas; M. Pinto
exclude,0.0,Millimeter- and Submillimeter-Wave Differential Absorption Radar,European Radar Conference,2021,10.1109/eurad48048.2021.00102,1,K. Cooper; R. Roy; J. Siles; M. Lebsock; L. Millán; R. Rodriguez-Monje; R. Dengler; Omkar Pradhan; L. Tamppari; B. Drouin
exclude,0.0,FMCW radars at 95 and 183 GHz for planetary and earth science remote sensing,Global Symposium on Millimeter-Waves,2016,10.1109/gsmm.2016.7500330,1,K. Cooper; S. Durden; M. Choukroun; M. Lebsock; J. Siles; R. Monje; Choonsup Lee
exclude,0.0,Cloud Properties,Encyclopedia of Remote Sensing,2014,10.1007/978-0-387-36699-9_17,1,M. Lebsock; Steve Cooper
exclude,0.0,Comment on gmd-2022-162 Anonymous Referee,,2022,,0,M. Chinita; Mikael Witte; M. Kurowski; J. Teixeira; K. Suselj; G. Matheou
exclude,0.0,The NCEP-NCAR Stratocumulus-to-Cumulus Transition Climate Process Team,,2012,,0,C. Bretherton; J. Teixeira; P. Blossey; P. Caldwell; J. Fletcher; J. Han; C. Jones; S. A. Klein; C. Mechoso; H. Pan; Sang‐Hun Park; R. Sun; K. Suselj; M. Witek; H. Xiao
exclude,0.0,Global Distribution of the Wave Age Parameter,,2010,,0,A. Semedo; A. Rutgersson; A. Sterl; U. Högström; A. Smedman; K. Suselj
exclude,0.0,Modelling of the near-surface wind speed,,2009,,0,K. Suselj
exclude,0.0,First Version of a Support System for the Medical Diagnosis of Pathologies in the Larynx,International Joint Conference on Biomedical Engineering Systems and Technologies,2022,10.1007/978-3-031-38854-5_1,0,J. Fernandes; Diamantino Freitas; João Paulo Ramos Teixeira
exclude,0.0,Voice Pathologies The Most Comum Features and Classification Tools,,2022,,0,Joana Filipa; Teixeira Fernandes; Diamantino Freitas; João Paulo Ramos Teixeira
exclude,0.0,Voice Pathologies : The Most Comum Features and Classification Tools,Iberian Conference on Information Systems and Technologies,2021,10.23919/cisti52073.2021.9476466,0,Joana Filipa Teixeira Fernandes; D. Freitas; João Paulo Ramos Teixeira
exclude,0.0,Pure-tone Audiogram - Measuring Auditory Sensitivity over the Age,International Conference on Biomedical Electronics and Devices,2013,10.5220/0004328802930296,0,João Paulo Ramos Teixeira; P. Fernandes
exclude,0.0,G-Band Radar Demonstration for Microphysics Field Campaign Report,,2025,10.2172/3018525,0,M. Lebsock; R. Rodriguez-Monje; K. Cooper
exclude,0.0,Dimming the Sun (DimSun) using Controllable Swarm of Smallbody Regolith Particles,IEEE Aerospace Conference,2025,10.1109/aero63441.2025.11068752,0,Saptarshi Bandyopadhyay; Sriramya Bhamidipati; Maira Saboia da Silva; Mark T. Richardson; M. Hakuba; M. Lebsock; Aditya A. Paranjape; A. Nanjangud; Tushar Jadhav; C. Percival; E. Fishbein; J. Reager; Amir Rahmani
exclude,0.0,"Comment on egusphere-2022-1217 Anonymous Referee #2 Referee comment on ""The classification of atmospheric hydrometeors and aerosols from the EarthCARE radar and lidar: the A-TC, C-TC and AC-TC products"" by Abdanour Irbah",,2023,,0,M. Lebsock
exclude,0.0,"Editorial: Remote sensing of cloud, aerosols, and radiation from satellites",Frontiers in Remote Sensing,2022,10.3389/frsen.2022.1040835,0,Á. M. da Silva; S. Kato; H. Baker; J. Redemann; D. Posselt; R. Ferrare; M. Lebsock
exclude,0.0,Reply on RC2,,2021,10.5194/amt-2021-111-ac2,0,M. Lebsock
exclude,0.0,Reply on RC1,,2021,10.5194/amt-2021-111-ac1,0,M. Lebsock
exclude,0.0,Validation of the Vapor In-cloud Profiling Radar,,2020,,0,M. Lebsock
exclude,0.0,referee comment,,2020,10.5194/amt-2020-80-rc2,0,M. Lebsock
exclude,0.0,Demonstration of a New Water Vapor Radar Field Campaign Report,,2019,10.2172/1573484,0,M. Lebsock; B. Pnnl; R. Roy; K. Cooper; L. Millán
exclude,0.0,Exploiting the Surface Reflectance from CloudSat to Constrain the CLWP and Evaluate cloud climatologies.,,2018,,0,M. Lebsock
exclude,0.0,"Erratum to ""Atmospheric Humidity Sounding Using Differential Absorption Radar Near 183 GHz""",IEEE Geoscience and Remote Sensing Letters,2018,10.1109/lgrs.2018.2844561,0,K. Cooper; R. Monje; L. Millán; M. Lebsock; S. Tanelli; J. Siles; Choonsup Lee; Andrew Brown
exclude,0.0,formal review,,2018,10.5194/acp-2018-697-rc1,0,M. Lebsock
exclude,0.0,Response to reviewers Response to Reviewer # 1,,2018,,0,M. Lebsock
exclude,0.0,"Supplementary material to ""Liquid marine cloud geometric thickness retrieved from OCO-2's oxygen A-band spectrometer""",,2018,10.5194/amt-2018-387-supplement,0,M. Richardson; J. Leinonen; H. Cronk; J. McDuffie; M. Lebsock; G. Stephens
exclude,0.0,Dynamically driven super C-C intensification of the tropical hydrological cycle,,2017,,0,M. Hakuba; G. Stephens; B. Kahn; Q. Yue; M. Lebsock; S. Hristova-Veleva; A. Rapp; C. Stubenrauch
exclude,0.0,Differential Absorption Radar for Water Vapor Sounding,,2017,,0,M. Lebsock
exclude,0.0,"Correction to: An Observational View of Relationships Between Moisture Aggregation, Cloud, and Radiative Heating Profiles",Surveys in geophysics,2017,10.1007/s10712-017-9449-8,0,M. Lebsock; T. L’Ecuyer; R. Pincus
exclude,0.0,A MAGIC error budget of CloudSat warm marine rain,,2016,,0,P. Kalmus; M. Lebsock
exclude,0.0,The three-dimensional distribution of cloud liquid water observed by the A-Train,,2016,,0,J. Leinonen; M. Lebsock; G. Stephens
exclude,0.0,Performance assessment of a spaceborne cloud--precipitation radar concept,,2015,,0,J. Leinonen; M. Lebsock; S. Tanelli; K. Suzuki; H. Yashiro; Y. Miyamoto
exclude,0.0,Evaluation of interregional variability in MODIS cloud regimes,,2015,,0,J. Leinonen; M. Lebsock; L. Oreopoulos; N. Cho
exclude,0.0,Spaceborne precipitation radar simulation from a global cloud resolving model,,2014,,0,J. Leinonen; M. Lebsock; K. Suzuki; H. Yashiro; Y. Miyamoto
exclude,0.0,Using Active Satellite Observations to Characterize Uncertatinty in Long Term Satellite Cloud Liquid Water Path Climatologies,,2014,,0,M. Lebsock
exclude,0.0,Using CloudSat and the A-Train for Model Evaluation,,2013,,0,M. Lebsock; Kenta Suzuki; G. Stephens
exclude,0.0,Complementary information from TRMM and CloudSat to improve our global estimate of precipitation,,2013,,0,A. Behrangi; G. Stephens; R. Adler; G. Huffman; B. Lambrigtsen; M. Lebsock
exclude,0.0,Using active spaceborne sensors to quantify bias in passive remote sensing of the cloud liquid water path,,2013,,0,M. Lebsock
exclude,0.0,On Precipitation in the Southeastern Pacific Marine Subsidence Region,,2012,,0,A. Rapp; M. Lebsock; T. L’Ecuyer
exclude,0.0,THE RELATIONSHIP BETWEEN RAIN AND CLOUD WATER AS OBSERVED FROM THE A-TRAIN,,2010,,0,M. Lebsock; C. Kummerow
exclude,0.0,"Relationships between aerosol, cloud, and precipitation as observed from the A-train constellation of spaceborne sensors",,2009,,0,M. Lebsock
exclude,0.0,Understanding Aerosol Effects on Precipitation using the Precipitation Susceptibility Construct,,2009,,0,A. Sorooshian; G. Feingold; M. Lebsock; H. Jiang; G. Stephens
exclude,0.0,Sensitivity analysis and optimal estimation retrieval of aerosol optical properties over oceans utilizing simulated multi-angular and polarized radiances,SPIE Remote Sensing,2005,10.1117/12.638609,0,M. Lebsock; G. Stephens
