suggested_action,relevance,title,venue,year,doi,citations_s2,authors
recommend,0.364,Effects of heat and drought on carbon and water dynamics in a regenerating semi-arid pine forest: a combined experimental and modeling approach,,2014,10.5194/bg-11-4139-2014,39,N. Ruehr; B. Law; D. Quandt; Mat Williams
recommend,0.364,"Modelling climate change responses in tropical forests: similar productivity estimates across five models, but different mechanisms and responses",,2014,10.5194/gmd-8-1097-2015,39,L. Rowland; A. Harper; B. Christoffersen; D. Galbraith; H. Imbuzeiro; T. Powell; C. Doughty; N. Levine; Y. Malhi; S. Saleska; P. Moorcroft; P. Meir; Mat Williams
recommend,0.364,Detecting drought impact on terrestrial biosphere carbon fluxes over contiguous US with satellite observations,Environmental Research Letters,2018,10.1088/1748-9326/aad5ef,35,Junjie Liu; K. Bowman; N. Parazoo; A. Bloom; D. Wunch; Zhe Jiang; K. Gurney; D. Schimel
recommend,0.364,"Atmospheric CO2 inversion reveals the Amazon as a minor carbon source caused by fire emissions, with forest uptake offsetting about half of these emissions",Atmospheric Chemistry and Physics,2023,10.5194/acp-23-9685-2023,27,L. Basso; C. Wilson; M. Chipperfield; Graciela Tejada; H. Cassol; E. Arai; Mat Williams; T. Smallman; W. Peters; S. Naus; John B. Miller; M. Gloor
recommend,0.364,Below-surface water mediates the response of African forests to reduced rainfall,Environmental Research Letters,2020,10.1088/1748-9326/ab724a,24,N. Madani; J. S. Kimball; N. Parazoo; Ashley P. Ballantyne; T. Tagesson; L. Jones; R. Reichle; Paul I Palmer; I. Velicogna; A. Bloom; S. Saatchi; Zhihua Liu; A. Geruo
recommend,0.364,Seasonal timing of fluorescence and photosynthetic yields at needle and canopy scales in evergreen needleleaf forests.,Ecology,2024,10.1002/ecy.4402,19,Z. Pierrat; T. S. Magney; A. Maguire; Logan Brissette; Russell Doughty; D. Bowling; Barry A Logan; N. Parazoo; C. Frankenberg; Jochen Stutz
recommend,0.364,Neutral Tropical African CO2 Exchange Estimated From Aircraft and Satellite Observations,Global Biogeochemical Cycles,2023,10.1029/2023gb007804,12,B. Gaubert; Britton B. Stephens; David F. Baker; S. Basu; M. Bertolacci; K. Bowman; R. Buchholz; A. Chatterjee; F. Chevallier; R. Commane; Noel Cressie; F. Deng; Nicole Jacobs; Matthew S. Johnson; S. Maksyutov; K. McKain; Junjie Liu; Zhiqiang Liu; Eric J. Morgan; C. O’Dell; Sajeev Philip; E. Ray; D. Schimel; Andrew E. Schuh; T. Taylor; Brad Weir; D. van Wees; S. Wofsy; A. Zammit‐Mangion; Ning Zeng
recommend,0.364,Resolving temperature limitation on spring productivity in an evergreen conifer forest using a model-data fusion framework,,2021,10.5194/bg-2021-152,8,Stephanie G. Stettz; N. Parazoo; A. Bloom; P. Blanken; D. Bowling; S. Burns; C. Bacour; F. Maignan; B. Raczka; A. Norton; I. Baker; Mat Williams; M. Shi; Yongguang Zhang; Bo Qiu
recommend,0.364,Remote‐Sensing Derived Trends in Gross Primary Production Explain Increases in the CO2 Seasonal Cycle Amplitude,Global Biogeochemical Cycles,2022,10.1029/2021gb007220,8,Liyin He; B. Byrne; Yi Yin; Junjie Liu; C. Frankenberg
recommend,0.364,"Scale variance in the carbon dynamics of fragmented, mixed-use landscapes estimated using model–data fusion",Biogeosciences,2023,10.5194/bg-20-3301-2023,5,D. Milodowski; T. Smallman; Mat Williams
recommend,0.364,Assessment of Landscape‐Scale Fluxes of Carbon Dioxide and Methane in Subtropical Coastal Wetlands of South Florida,Journal of Geophysical Research - Biogeosciences,2024,10.1029/2024jg008165,5,E. Delaria; Glenn M. Wolfe; Kaitlyn Blanock; R. Hannun; K. Thornhill; Paul A. Newman; L. Lait; S. Kawa; J. Álvarez; Spencer Blum; E. Castañeda‐Moya; Christopher D. Holmes; D. Lagomasino; S. Malone; Dylan Murphy; Steven F. Overbauer; Chandler Pruett; Aaron Serre; G. Starr; Robert Szot; Tiffany Troxler; D. Yannick; B. Poulter
recommend,0.364,Accelerated Carbon and Water Cycles in the Amazon and Congo Basins Revealed From TRENDY Models and Remote Sensing Products,Global Biogeochemical Cycles,2026,10.1029/2025gb008747,0,Mingjie Shi; Yilin Fang; Nate McDowell; C. Koven; Junjie Liu; L. Kuai; S. Sitch; L. Leung
recommend,0.333,Global Analysis of Bioclimatic Controls on Ecosystem Productivity Using Satellite Observations of Solar-Induced Chlorophyll Fluorescence,Remote Sensing,2017,10.3390/rs9060530,74,N. Madani; J. Kimball; L. Jones; N. Parazoo; K. Guan
recommend,0.333,Land carbon models underestimate the severity and duration of drought’s impact on plant productivity,Scientific Reports,2019,10.1038/s41598-019-39373-1,67,H. Kolus; D. Huntzinger; C. Schwalm; J. Fisher; N. McKay; Yuanyuan Fang; A. Michalak; K. Schaefer; Yaxing Wei; B. Poulter; J. Mao; N. Parazoo; Xiaoying Shi
recommend,0.333,Lagged effects regulate the inter-annual variability of the tropical carbon balance,Biogeosciences,2020,10.5194/bg-17-6393-2020,55,A. Bloom; K. Bowman; Junjie Liu; A. Konings; J. Worden; N. Parazoo; V. Meyer; J. Reager; H. Worden; Zhe Jiang; G. R. Quetin; T. Smallman; J. Exbrayat; Yi Yin; S. Saatchi; Mat Williams; D. Schimel
recommend,0.333,Cropland Carbon Uptake Delayed and Reduced by 2019 Midwest Floods,AGU Advances,2020,10.1029/2019av000140,51,Yi Yin; B. Byrne; Junjie Liu; P. Wennberg; K. Davis; T. Magney; P. Köhler; Liyin He; R. Jeyaram; V. Humphrey; T. Gerken; S. Feng; J. Digangi; C. Frankenberg
recommend,0.333,The Impacts of Climate and Wildfire on Ecosystem Gross Primary Productivity in Alaska,Journal of Geophysical Research - Biogeosciences,2021,10.1029/2020jg006078,29,N. Madani; N. Parazoo; J. Kimball; R. Reichle; A. Chatterjee; J. Watts; S. Saatchi; Zhihua Liu; A. Endsley; T. Tagesson; B. Rogers; Liang Xu; Jonathan A. Wang; T. Magney; C. Miller
recommend,0.333,Respiratory loss during late-growing season determines the net carbon dioxide sink in northern permafrost regions,Nature Communications,2022,10.1038/s41467-022-33293-x,28,Zhihua Liu; J. Kimball; A. Ballantyne; N. Parazoo; Wen J. Wang; A. Bastos; N. Madani; S. Natali; J. Watts; B. Rogers; P. Ciais; Kailiang Yu; Anna‐Maria Virkkala; F. Chevallier; W. Peters; P. Patra; N. Chandra
recommend,0.333,Forests for forests: combining vegetation indices with solar-induced chlorophyll fluorescence in random forest models improves gross primary productivity prediction in the boreal forest,Environmental Research Letters,2022,10.1088/1748-9326/aca5a0,27,Z. Pierrat; J. Bortnik; Bruce Johnson; A. Barr; T. Magney; D. Bowling; N. Parazoo; C. Frankenberg; U. Seibt; J. Stutz
recommend,0.333,Investigating the sensitivity of soil heterotrophic respiration to recent snow cover changes in Alaska using a satellite-based permafrost carbon model,,2020,10.5194/bg-17-5861-2020,23,Y. Yi; J. Kimball; J. Watts; S. Natali; D. Zona; Junjie Liu; M. Ueyama; Hideki Kobayashi; W. Oechel; C. Miller
recommend,0.333,Parameter uncertainty dominates C-cycle forecast errors over most of Brazil for the 21st century,Earth System Dynamics,2021,10.5194/esd-12-1191-2021,17,T. Smallman; D. Milodowski; E. S. Neto; Gerbrand Koren; J. Ometto; Mat Williams
recommend,0.333,Parameter uncertainty dominates C cycle forecast errors over most of Brazil for the 21st Century,,2021,10.5194/esd-2021-17,16,T. Smallman; D. Milodowski; E. S. Neto; Gerbrand Koren; J. Ometto; Mat Williams
recommend,0.333,Constraining Plant Hydraulics With Microwave Radiometry in a Land Surface Model: Impacts of Temporal Resolution,Water Resources Research,2023,10.1029/2023wr035481,5,N. Holtzman; Yujie Wang; Jeffrey D. Wood; C. Frankenberg; A. Konings
recommend,0.333,Resolving temperature limitation on spring productivity in an evergreen conifer forest using a model–data fusion framework,Biogeosciences,2022,10.5194/bg-19-541-2022,3,Stephanie G. Stettz; N. Parazoo; A. Bloom; P. Blanken; D. Bowling; S. Burns; C. Bacour; F. Maignan; B. Raczka; A. Norton; I. Baker; Mat Williams; M. Shi; Yongguang Zhang; Bo Qiu
recommend,0.333,Cropland carbon uptake delayed by 2019 U.S. Midwest floods,,2020,10.5194/egusphere-egu2020-12141,0,Yi Yin; B. Byrne; Junjie Liu; P. Wennberg; P. Köhler; V. Humphrey; T. Magney; K. Davis; T. Gerken; S. Feng; J. Digangi; C. Frankenberg
recommend,0.303,Detecting forest response to droughts with global observations of vegetation water content,Global Change Biology,2021,10.1111/gcb.15872,177,A. Konings; S. Saatchi; C. Frankenberg; Michael Keller; V. Leshyk; W. Anderegg; V. Humphrey; A. Matheny; A. Trugman; L. Sack; E. Agee; M. Barnes; O. Binks; K. Cawse-Nicholson; B. Christoffersen; D. Entekhabi; P. Gentine; N. Holtzman; G. Katul; Yanlan Liu; M. Longo; J. Martínez‐Vilalta; N. McDowell; P. Meir; Maurizio Mencuccini; Assaad Mrad; K. Novick; R. Oliveira; P. Siqueira; S. Steele‐Dunne; D. Thompson; Yujie Wang; R. Wehr; J. Wood; Xiangtao Xu; P. Zuidema
recommend,0.303,"Constraining ecosystem carbon dynamics in a data-limited world: integrating ecological ""common sense"" in a model-data fusion framework",,2014,10.5194/bg-12-1299-2015,147,A. Bloom; Mat Williams
recommend,0.303,Reviews and syntheses: Carbonyl sulfide as a multi-scale tracer for carbon and water cycles,Biogeosciences,2017,10.5194/bg-15-3625-2018,146,M. Whelan; S. Lennartz; T. Gimeno; R. Wehr; G. Wohlfahrt; Yuting Wang; Linda M. J. Kooijmans; T. Hilton; S. Belviso; P. Peylin; R. Commane; Wu Sun; Huilin Chen; L. Kuai; I. Mammarella; K. Maseyk; M. Berkelhammer; King‐Fai Li; D. Yakir; A. Zumkehr; Y. Katayama; J. Ogée; F. Spielmann; Florian Kitz; B. Rastogi; J. Kesselmeier; J. Marshall; Kukka-Maaria Erkkilä; L. Wingate; L. Meredith; Wei He; Rüdiger Bunk; T. Launois; T. Vesala; J. Schmidt; C. Fichot; U. Seibt; S. Saleska; E. Saltzman; S. Montzka; J. Berry; Jesse W. Campbell
recommend,0.303,Large and projected strengthening moisture limitation on end-of-season photosynthesis,Proceedings of the National Academy of Sciences of the United States of America,2020,10.1073/pnas.1914436117,128,Yao Zhang; Yao Zhang; N. Parazoo; A. P. Williams; Sha Zhou; P. Gentine
recommend,0.303,A regional high-resolution carbon flux inversion of North America for 2004,,2010,10.5194/bg-7-1625-2010,116,A. Schuh; A. Denning; K. Corbin; I. Baker; M. Uliasz; N. Parazoo; A. Andrews; D. Worthy
recommend,0.303,Detecting the permafrost carbon feedback: talik formation and increased cold-season respiration as precursors to sink-to-source transitions,,2017,10.5194/tc-12-123-2018,68,N. Parazoo; C. Koven; D. Lawrence; V. Romanovsky; C. Miller
recommend,0.303,Spring photosynthetic onset and net CO2 uptake in Alaska triggered by landscape thawing,Global Change Biology,2018,10.1111/gcb.14283,64,N. Parazoo; A. Arneth; T. Pugh; Ben Smith; N. Steiner; K. Luus; R. Commane; J. Benmergui; E. Stofferahn; Junjie Liu; C. Rödenbeck; R. Kawa; E. Euskirchen; D. Zona; K. Arndt; W. Oechel; C. Miller
recommend,0.303,Increased high‐latitude photosynthetic carbon gain offset by respiration carbon loss during an anomalous warm winter to spring transition,Global Change Biology,2019,10.1111/gcb.14863,61,Zhihua Liu; J. Kimball; N. Parazoo; A. Ballantyne; Wen J. Wang; N. Madani; C. Pan; J. Watts; R. Reichle; O. Sonnentag; P. Marsh; M. Hurkuck; M. Helbig; W. Quinton; D. Zona; M. Ueyama; Hideki Kobayashi; E. Euskirchen
recommend,0.303,Global and Brazilian Carbon Response to El Niño Modoki 2011–2010,,2017,10.1002/2016ea000204,59,K. Bowman; K. Bowman; Junjie Liu; A. Bloom; N. Parazoo; Meemong Lee; Zhe Jiang; D. Menemenlis; M. Gierach; G. Collatz; K. Gurney; D. Wunch
recommend,0.303,A model using marginal efficiency of investment to analyze carbon and nitrogen interactions in terrestrial ecosystems (ACONITE Version 1),,2014,10.5194/gmd-7-2015-2014,50,R. Q. Thomas; Mat Williams
recommend,0.303,Spatial heterogeneity of global forest aboveground carbon stocks and fluxes constrained by spaceborne lidar data and mechanistic modeling,Global Change Biology,2023,10.1111/gcb.16682,45,Lei Ma; G. Hurtt; Hao Tang; R. Lamb; A. Lister; L. Chini; R. Dubayah; J. Armston; E. Campbell; L. Duncanson; S. Healey; J. O'Neil-Dunne; L. Ott; B. Poulter; Quan Shen
recommend,0.303,Evaluation of seasonal atmosphere–biosphere exchange estimations with TCCON measurements,,2013,10.5194/acp-13-5103-2013,40,J. Messerschmidt; N. Parazoo; D. Wunch; N. Deutscher; C. Roehl; T. Warneke; P. Wennberg
recommend,0.303,Observational Constraints on the Response of High‐Latitude Northern Forests to Warming,AGU Advances,2020,10.1029/2020av000228,33,Junjie Liu; P. Wennberg; N. Parazoo; Yi Yin; C. Frankenberg
recommend,0.303,Multi-year observations reveal a larger than expected autumn respiration signal across northeast Eurasia,Biogeosciences,2022,10.5194/bg-19-4779-2022,21,B. Byrne; Junjie Liu; Y. Yi; A. Chatterjee; S. Basu; Rui Cheng; R. Doughty; F. Chevallier; K. Bowman; N. Parazoo; D. Crisp; Xing Li; J. Xiao; S. Sitch; B. Guenet; F. Deng; Matthew S. Johnson; Sajeev Philip; P. McGuire; C. Miller
recommend,0.303,China's Terrestrial Carbon Sink Over 2010–2015 Constrained by Satellite Observations of Atmospheric CO2 and Land Surface Variables,Journal of Geophysical Research - Biogeosciences,2022,10.1029/2021jg006644,20,W. He; Fei Jiang; Mousong Wu; W. Ju; M. Scholze; Zhi Chen; B. Byrne; Junjie Liu; Hengmao Wang; Jun Wang; Songhan Wang; Yanlian Zhou; Chunhua Zhang; Ngoc Tu Nguyen; Yang Shen; Jing M. Chen
recommend,0.303,Lagged effects dominate the inter-annual variability of the 2010–2015 tropical carbon balance,,2020,10.5194/bg-2019-459,10,A. Bloom; K. Bowman; Junjie Liu; A. Konings; J. Worden; N. Parazoo; V. Meyer; J. Reager; H. Worden; Zhe Jiang; G. R. Quetin; T. Smallman; J. Exbrayat; Yi Yin; S. Saatchi; Mat Williams; D. Schimel
recommend,0.303,Exposure to cold temperature affects the spring phenology of Alaskan deciduous vegetation types,Environmental Research Letters,2020,10.1088/1748-9326/ab6502,10,M. Shi; N. Parazoo; Sujong Jeong; L. Birch; P. Lawrence; E. Euskirchen; C. Miller
recommend,0.303,"The Ecosystem as Super-organ/Ism, Revisited: Scaling Hydraulics to Forests under Climate Change.",Integrative and Comparative Biology,2024,10.1093/icb/icae073,7,Jeffrey D. Wood; Matteo Detto; Marvin Browne; Nathan J. B. Kraft; A. Konings; Joshua B. Fisher; G. R. Quetin; A. Trugman; T. S. Magney; Camila D. Medeiros; Nidhi Vinod; Thomas N. Buckley; L. Sack
recommend,0.303,Spatial Attribution of Temporal Variability in Global Land‐Atmosphere CO2 Exchange Using a Model‐Data Integration Framework,Journal of Advances in Modeling Earth Systems,2025,10.1029/2024ms004479,3,H. Lee; M. Jung; N. Carvalhais; M. Reichstein; M. Forkel; A. A. Bloom; J. Pacheco-Labrador; S. Koirala
recommend,0.303,Response to referee’s comments on “Investigating the sensitivity of soil respiration to recent snow cover changes in Alaska using a satellite-based permafrost carbon model”,,2020,10.5194/bg-2020-182,1,Y. Yi; J. Kimball; J. Watts; S. Natali; D. Zona; Junjie Liu; M. Ueyama; Hideki Kobayashi; W. Oechel; C. Miller
recommend,0.303,Disentangling Climate and Disturbance Effects on Regional Vegetation Greening Trends,Ecosystems,2018,10.1007/s10021-018-0309-2,1,K. Emmett; K. Renwick; B. Poulter
recommend,0.303,Quantifying forest growth and uncertainty across Brazil under potential future climates: combing models and Earth Observation,,2020,10.5194/egusphere-egu2020-16550,0,T. Smallman; D. Milodowski; Mat Williams
recommend,0.273,Global Carbon Budget 2022,Earth System Science Data,2022,10.5194/essd-14-4811-2022,441,P. Friedlingstein; Michael O’Sullivan; Matthew W. Jones; R. Andrew; L. Gregor; J. Hauck; Corinne Le Quéré; I. Luijkx; A. Olsen; Glen P. Peters; W. Peters; J. Pongratz; C. Schwingshackl; S. Sitch; J. Canadell; P. Ciais; R. Jackson; Simone R. Alin; R. Alkama; A. Arneth; Vivek K. Arora; N. Bates; M. Becker; N. Bellouin; Henry C. Bittig; L. Bopp; F. Chevallier; L. Chini; Margot Cronin; W. Evans; Stefanie Falk; R. Feely; Thomas Gasser; M. Gehlen; T. Gkritzalis; L. Gloege; Giacomo Grassi; N. Gruber; Özgür Gürses; Ian Harris; Matthew Hefner; Richard A. Houghton; G. Hurtt; Y. Iida; T. Ilyina; A. Jain; A. Jersild; Koji Kadono; Estsushi Kato; Daniel Kennedy; K. Klein Goldewijk; J. Knauer; J. I. Korsbakken; P. Landschützer; Nathalie Lefèvre; Keith Lindsay; Junjie Liu; Zhu Liu; G. Marland; N. Mayot; Matthew J. McGrath; N. Metzl; N. Monacci; David R. Munro; S. Nakaoka; Y. Niwa; Kevin M. O'Brien; T. Ono; P. Palmer; N. Pan; D. Pierrot; Katie Pocock; B. Poulter; L. Resplandy; E. Robertson; C. Rödenbeck; C. Rodriguez; T. Rosan; J. Schwinger; R. Séférian; J.D. Shutler; I. Skjelvan; T. Steinhoff; Qing Sun; Adrienne J. Sutton; Colm Sweeney; Shintaro Takao; T. Tanhua; P. Tans; Xiangjun Tian; H. Tian; B. Tilbrook; H. Tsujino; F. Tubiello; G. R. van der Werf; Anthony P. Walker; R. Wanninkhof; C. Whitehead; Anna Willstrand Wranne; R. Wright; Wenping Yuan; Chao Yue; Xu Yue; S. Zaehle; Jiye Zeng; Bo Zheng
recommend,0.273,Global Methane Budget 2000–2020,Earth System Science Data,2025,10.5194/essd-17-1873-2025,372,M. Saunois; Adrien Martinez; B. Poulter; Zhen Zhang; P. Raymond; Pierre Regnier; J. Canadell; R. Jackson; P. Patra; Philippe Bousquet; P. Ciais; E. Dlugokencky; X. Lan; George H. Allen; D. Bastviken; D. Beerling; Dmitry A. Belikov; Donald R. Blake; Simona Castaldi; Monica Crippa; B. Deemer; Fraser Dennison; G. Etiope; N. Gedney; L. Höglund-Isaksson; M. Holgerson; P. Hopcroft; G. Hugelius; Akihiko Ito; A. Jain; R. Janardanan; Matthew S. Johnson; T. Kleinen; P. Krummel; R. Lauerwald; Tingting Li; Xiangyu Liu; Kyle C. McDonald; J. Melton; J. Mühle; Jurek Müller; F. Murguía-Flores; Y. Niwa; S. Noce; S. Pan; R. Parker; Changhui Peng; M. Ramonet; W. Riley; G. Rocher‐Ros; J. Rosentreter; M. Sasakawa; A. Segers; Steven J. Smith; Emily H. Stanley; Joël Thanwerdas; H. Tian; A. Tsuruta; F. Tubiello; Thomas S. Weber; G. R. van der Werf; Doug Worthy; Yi Xi; Y. Yoshida; Wenxin Zhang; Bo-Yan Zheng; Qing Zhu; Qiuan Zhu; Q. Zhuang
recommend,0.273,Current systematic carbon-cycle observations and the need for implementing a policy-relevant carbon observing system,,2013,10.5194/bg-11-3547-2014,236,P. Ciais; A. Dolman; A. Bombelli; R. Duren; A. Peregon; P. Rayner; C. Miller; N. Gobron; G. Kinderman; G. Marland; N. Gruber; F. Chevallier; R. Andres; G. Balsamo; L. Bopp; F. Bréon; G. Broquet; R. Dargaville; T. Battin; A. Borges; H. Bovensmann; M. Buchwitz; J. Butler; J. Canadell; R. Cook; R. DeFries; R. Engelen; K. Gurney; C. Heinze; M. Heimann; A. Held; M. Henry; B. Law; S. Luyssaert; John B. Miller; T. Moriyama; C. Moulin; R. Myneni; C. Nussli; M. Obersteiner; D. Ojima; Y. Pan; J. Paris; S. Piao; B. Poulter; S. Plummer; S. Quegan; P. Raymond; M. Reichstein; L. Rivier; C. Sabine; D. Schimel; O. Tarasova; R. Valentini; Rong Wang; G. Werf; D. Wickland; Mat Williams; C. Zehner
recommend,0.273,PREDICTING GROSS PRIMARY PRODUCTIVITY IN TERRESTRIAL ECOSYSTEMS,,1997,10.1890/1051-0761(1997)007[0882:pgppit]2.0.co;2,202,Mat Williams; E. Rastetter; David N. Fernandes; Michel Goulden; G. Shaver; L. Johnson
recommend,0.273,Trends and Drivers of Terrestrial Sources and Sinks of Carbon Dioxide: An Overview of the TRENDY Project,Global Biogeochemical Cycles,2024,10.1029/2024gb008102,111,S. Sitch; Mike O’Sullivan; E. Robertson; P. Friedlingstein; Clément Albergel; P. Anthoni; A. Arneth; V. Arora; A. Bastos; V. Bastrikov; N. Bellouin; J. Canadell; L. Chini; P. Ciais; Stefanie Falk; Ian Harris; G. Hurtt; Akihiko Ito; A. Jain; Matthew W. Jones; F. Joos; Estsushi Kato; Daniel Kennedy; K. Klein Goldewijk; E. Kluzek; J. Knauer; Peter J. Lawrence; D. Lombardozzi; J. Melton; J. Nabel; N. Pan; P. Peylin; J. Pongratz; B. Poulter; T. Rosan; Qing Sun; Hanqin Tian; Anthony P. Walker; U. Weber; Wenping Yuan; Xu Yue; S. Zaehle
recommend,0.273,L-band vegetation optical depth as an indicator of plant water potential in a temperate deciduous forest stand,Biogeosciences,2020,10.5194/bg-2020-373,89,N. Holtzman; L. Anderegg; S. Kraatz; A. Mavrovic; O. Sonnentag; C. Pappas; M. Cosh; A. Langlois; T. Lakhankar; D. Tesser; N. Steiner; A. Colliander; A. Roy; A. Konings
recommend,0.273,Recent Amplified Global Gross Primary Productivity Due to Temperature Increase Is Offset by Reduced Productivity Due to Water Constraints,AGU Advances,2020,10.1029/2020av000180,82,N. Madani; N. Parazoo; J. Kimball; A. Ballantyne; R. Reichle; M. Maneta; S. Saatchi; P. Palmer; Zhihua Liu; T. Tagesson
recommend,0.273,Challenges and opportunities in land surface modelling of savanna ecosystems,,2017,10.5194/bg-14-4711-2017,61,Rhys Whitley; J. Beringer; L. Hutley; G. Abramowitz; M. D. Kauwe; Bradley J. Evans; V. Haverd; Longhui Li; C. Moore; Y. Ryu; S. Scheiter; S. Schymanski; Benjamin Smith; Ying‐ping Wang; Mat Williams; Qiang Yu
recommend,0.273,A model for urban biogenic CO2 fluxes: Solar-Induced Fluorescence for Modeling Urban biogenic Fluxes (SMUrF v1),Geoscientific Model Development,2020,10.5194/gmd-2020-301,42,Dien Wu; John C. Lin; H. Duarte; V. Yadav; N. Parazoo; T. Oda; E. Kort
recommend,0.273,Amplification of the Ocean Carbon Sink During El Niños: Role of Poleward Ekman Transport and Influence on Atmospheric CO2,Global Biogeochemical Cycles,2020,10.1029/2020gb006574,42,Enhui Liao; L. Resplandy; Junjie Liu; K. Bowman
recommend,0.273,The key role of forest disturbance in reconciling estimates of the northern carbon sink,Communications Earth & Environment,2024,10.1038/s43247-024-01827-4,39,Michael O’Sullivan; S. Sitch; P. Friedlingstein; I. Luijkx; W. Peters; T. Rosan; A. Arneth; V. Arora; N. Chandra; F. Chevallier; P. Ciais; Stefanie Falk; Lianggang Feng; T. Gasser; Richard A. Houghton; A. Jain; Estsushi Kato; Daniel Kennedy; J. Knauer; Matthew J. McGrath; Y. Niwa; P. Palmer; P. Patra; J. Pongratz; B. Poulter; C. Rödenbeck; C. Schwingshackl; Qing Sun; Hanqin Tian; Anthony P. Walker; Dongxu Yang; W. Yuan; Xu Yue; S. Zaehle
recommend,0.273,Wide discrepancies in the magnitude and direction of modeled solar-induced chlorophyll fluorescence in response to light conditions,,2020,10.5194/bg-17-3733-2020,38,N. Parazoo; T. Magney; A. Norton; B. Raczka; C. Bacour; F. Maignan; I. Baker; Yongguang Zhang; Bo Qiu; M. Shi; N. Macbean; D. Bowling; S. Burns; P. Blanken; J. Stutz; K. Grossmann; C. Frankenberg
