suggested_action,relevance,title,venue,year,doi,citations_s2,authors
review,0.114,Global Retrievals of Solar‐Induced Chlorophyll Fluorescence at Red Wavelengths With TROPOMI,Geophysical Research Letters,2020,10.1029/2020gl087541,51,P. Köhler; M. Behrenfeld; J. Landgraf; J. Joiner; T. Magney; C. Frankenberg
review,0.114,A physiological signal derived from sun-induced chlorophyll fluorescence quantifies crop physiological response to environmental stresses in the U.S. Corn Belt,Environmental Research Letters,2021,10.1088/1748-9326/ac3b16,47,H. Kimm; K. Guan; Chongya Jiang; G. Miao; Genghong Wu; A. Suyker; E. Ainsworth; C. Bernacchi; Christopher M Montes; J. Berry; Xi Yang; C. Frankenberg; Min Chen; P. Koehler
review,0.114,Retrieving co‐occurring cloud and precipitation properties of warm marine boundary layer clouds with A‐Train data,,2016,10.1002/2015jd023681,32,G. Mace; S. Avey; S. Cooper; M. Lebsock; S. Tanelli; G. Dobrowalski
review,0.114,Aerosols in OCO-2/GOSAT retrievals of XCO2: An information content and error analysis,,2020,10.1016/j.rse.2020.112053,23,S. Sanghavi; R. Nelson; C. Frankenberg; M. Gunson
review,0.114,Validation of SCIAMACHY HDO/H2O measurements using the TCCON and NDACC-MUSICA networks,,2014,10.5194/amt-8-1799-2015,23,R. Scheepmaker; C. Frankenberg; N. Deutscher; M. Schneider; S. Barthlott; T. Blumenstock; O. García; F. Hase; N. Jones; E. Mahieu; J. Notholt; V. Velazco; J. Landgraf; I. Aben
review,0.114,Differential absorption radar techniques: water vapor retrievals,,2016,10.5194/amt-9-2633-2016,21,L. Millán; M. Lebsock; N. Livesey; S. Tanelli
review,0.114,Remote Sensing of Chlorophyll Fluorescence in the Ocean Using Imaging Spectrometry: Toward a Vertical Profile of Fluorescence,Geophysical Research Letters,2019,10.1029/2018gl081273,18,Z. Erickson; C. Frankenberg; D. Thompson; A. Thompson; M. Gierach
review,0.114,Diurnal Patterns in the Observed Cloud Liquid Water Path Response to Droplet Number Perturbations,Geophysical Research Letters,2024,10.1029/2023gl107323,17,K. Smalley; M. Lebsock; Ryan Eastman
review,0.114,Satellites Suggest Rising Tropical High Cloud Altitude: 2002–2021,Geophysical Research Letters,2022,10.1029/2022gl098160,16,M. Richardson; R. Roy; M. Lebsock
review,0.114,First Airborne Measurements with a G-band Differential Absorption Radar,IEEE Transactions on Geoscience and Remote Sensing,2021,10.1109/tgrs.2021.3134670,15,R. Roy; K. Cooper; M. Lebsock; J. Siles; L. Millán; R. Dengler; R. Monje; S. Durden; F. Cannon; Anna Wilson
review,0.114,To what extent could water isotopic measurements help us understand model biases in the water cycle over Western Siberia,,2014,10.5194/acp-14-9807-2014,11,V. Gryazin; C. Risi; J. Jouzel; N. Kurita; J. Worden; C. Frankenberg; V. Bastrikov; K. Gribanov; O. Stukova
review,0.114,Corrections for Geostationary Cloud Liquid Water Path Using Microwave Imagery,Journal of Atmospheric and Oceanic Technology,2023,10.1175/jtech-d-23-0030.1,10,K. Smalley; M. Lebsock
review,0.114,Large-eddy simulation of a stratocumulus cloud,,2017,10.1103/physrevfluids.2.090509,6,G. Matheou; D. Chung; J. Teixeira
review,0.114,Assessment of Two Stochastic Cloud Subcolumn Generators Using Observed Fields of Vertically Resolved Cloud Extinction,Journal of Atmospheric and Oceanic Technology,2022,10.1175/jtech-d-21-0166.1,5,L. Oreopoulos; N. Cho; Dongmin Lee; M. Lebsock; Zhibo Zhang
review,0.114,Understanding the Microphysical Control and Spatial‐Temporal Variability of Warm Rain Probability Using CloudSat and MODIS Observations,Geophysical Research Letters,2022,10.1029/2022gl098863,5,Zhibo Zhang; L. Oreopoulos; M. Lebsock; D. Mechem; J. Covert
review,0.114,Differential absorption radar at 170 and 560 GHz for humidity remote sensing,Defense + Commercial Sensing,2020,10.1117/12.2557138,1,K. Cooper; R. Roy; J. Siles; M. Lebsock; L. Millán; Omkar Pradhan; R. Monje
review,0.114,Video: Large-eddy simulation of cumulus clouds,74th Annual Meeting of the APS Division of Fluid Dynamics - Gallery of Fluid Motion,2021,10.1103/aps.dfd.2021.gfm.v0013,0,G. Matheou
review,0.114,Galilean Invariance in Large-Eddy Simulation of Shallow Convection,,2020,,0,Oumaima Lamaakel; Oumaima Lamaakel; G. Matheou
review,0.114,Challenges in large-eddy simulation of stratocumulus clouds,,2017,,0,G. Matheou; D. Chung; J. Teixeira
review,0.114,Poster: Large-eddy simulation of a stratocumulus cloud,,2016,10.1103/aps.dfd.2016.gfm.p0012,0,G. Matheou; D. Chung; J. Teixeira
review,0.114,Challenges in large-eddy simulation of cumulus convection,,2010,,0,G. Matheou; D. Chung; L. Nuijens; B. Stevens; J. Teixeira
review,0.114,Ice in convective storm environments: assessing impacts of microphysics on simulated reflectivities,Journal of Atmospheric and Oceanic Technology,2026,10.1175/jtech-d-25-0125.1,0,J. Shates; D. Posselt; M. Lebsock; Joseph A. Finlon; G. McFarquhar; A. Heymsfield
review,0.114,Seeking guidance from active cloud observations to improve climate model subcolumn generators,,2021,10.1002/essoar.10509369.1,0,L. Oreopoulos; N. Cho; Dongmin Lee; M. Lebsock; Zhibo Zhang
review,0.114,"Supplementary material to ""A new OCO-2 cloud flagging and rapid retrieval of marine boundary layer cloud properties""",,2020,10.5194/amt-2020-140-supplement,0,M. Richardson; M. Lebsock; J. McDuffie; G. Stephens
review,0.114,The Multi-Plume Eddy-Diffusivity/Mass-Flux (EDMF) Unified Parameterization: Stratocumulus and the Transition to Cumulus Boundary Layers,,2023,10.2172/2229621,0,J. Teixeira; M. Chinita
review,0.086,"Global monitoring of terrestrial chlorophyll fluorescence from moderate-spectral-resolution near-infrared satellite measurements: methodology, simulations, and application to GOME-2",,2013,10.5194/amt-6-2803-2013,648,J. Joiner; L. Guanter; R. Lindstrot; M. Voigt; A. Vasilkov; E. Middleton; K. Huemmrich; Y. Yoshida; C. Frankenberg
review,0.086,The Orbiting Carbon Observatory (OCO-2): spectrometer performance evaluation using pre-launch direct sun measurements,,2014,10.5194/amt-8-301-2015,153,C. Frankenberg; R. Pollock; R. Lee; R. Rosenberg; J. Blavier; D. Crisp; C. O’Dell; G. Osterman; C. Roehl; P. Wennberg; D. Wunch
review,0.086,MERLIN: A French-German Space Lidar Mission Dedicated to Atmospheric Methane,Remote Sensing,2017,10.3390/rs9101052,143,G. Ehret; P. Bousquet; C. Pierangelo; M. Alpers; B. Millet; J. Abshire; H. Bovensmann; J. Burrows; F. Chevallier; P. Ciais; C. Crevoisier; A. Fix; P. Flamant; C. Frankenberg; F. Gibert; B. Heim; M. Heimann; S. Houweling; H. Hubberten; P. Jöckel; K. Law; A. Loew; J. Marshall; Anna Agustì-Parareda; S. Payan; C. Prigent; P. Rairoux; T. Sachs; M. Scholze; M. Wirth
review,0.086,Widespread and complex drought effects on vegetation physiology inferred from space,Nature Communications,2023,10.1038/s41467-023-40226-9,133,Wantong Li; J. Pacheco‐Labrador; M. Migliavacca; D. Miralles; Anne J. Hoek van Dijke; M. Reichstein; M. Forkel; Weijie Zhang; C. Frankenberg; Annu Panwar; Qian Zhang; U. Weber; P. Gentine; R. Orth
review,0.086,TROPOMI reveals dry-season increase of solar-induced chlorophyll fluorescence in the Amazon forest,Proceedings of the National Academy of Sciences of the United States of America,2019,10.1073/pnas.1908157116,127,R. Doughty; P. Köhler; C. Frankenberg; T. Magney; Xiangming Xiao; Yuanwei Qin; Xiaocui Wu; B. Moore
review,0.086,Variability and quasi-decadal changes in the methane budget over the period 2000–2012,Atmospheric Chemistry and Physics,2017,10.5194/acp-17-11135-2017,122,M. Saunois; P. Bousquet; B. Poulter; A. Peregon; P. Ciais; J. Canadell; E. Dlugokencky; G. Etiope; D. Bastviken; S. Houweling; G. Janssens‑Maenhout; F. Tubiello; S. Castaldi; R. Jackson; M. Alexe; V. Arora; D. Beerling; P. Bergamaschi; D. Blake; G. Brailsford; L. Bruhwiler; C. Crevoisier; P. Crill; K. Covey; C. Frankenberg; N. Gedney; L. Höglund-Isaksson; M. Ishizawa; A. Ito; F. Joos; Heonsook Kim; T. Kleinen; P. Krummel; J. Lamarque; R. Langenfelds; R. Locatelli; T. Machida; Shamil Maksyutov; J. Melton; I. Morino; V. Naik; S. O'Doherty; F. Parmentier; P. Patra; C. Peng; S. Peng; G. Peters; I. Pison; R. Prinn; M. Ramonet; W. Riley; M. Saito; M. Santini; R. Schroeder; I. Simpson; R. Spahni; A. Takizawa; B. Thornton; H. Tian; Y. Tohjima; N. Viovy; A. Voulgarakis; R. Weiss; D. Wilton; A. Wiltshire; D. Worthy; D. Wunch; Xiyan Xu; Y. Yoshida; Bowen Zhang; Zhen Zhang; Qiu'an Zhu
review,0.086,Quantification of uncertainties in OCO-2 measurements of XCO 2 :simulations and linear error analysis,,2016,10.5194/amt-9-5227-2016,86,Brian Connor; H. Bösch; J. McDuffie; T. Taylor; D. Fu; C. Frankenberg; Chris O&apos;Dell; Vivienne H. Payne; M. Gunson; R. Pollock; J. Hobbs; F. Oyafuso; Yibo Jiang
review,0.086,A spatially downscaled sun-induced fluorescence global product for enhanced monitoring of vegetation productivity,Earth System Science Data,2019,10.5194/essd-12-1101-2020,82,G. Duveiller; F. Filipponi; S. Walther; P. Köhler; C. Frankenberg; L. Guanter; A. Cescatti
review,0.086,Application of active spaceborne remote sensing for understanding biases between passive cloud water path retrievals,,2014,10.1002/2014jd021568,79,M. Lebsock; H. Su
review,0.086,Systematic Assessment of Retrieval Methods for Canopy Far‐Red Solar‐Induced Chlorophyll Fluorescence Using High‐Frequency Automated Field Spectroscopy,Journal of Geophysical Research - Biogeosciences,2020,10.1029/2019jg005533,77,C. Y. Chang; L. Guanter; C. Frankenberg; P. Köhler; L. Gu; T. Magney; K. Grossmann; Ying Sun
review,0.086,Satellite observation of tropical forest seasonality: spatial patterns of carbon exchange in Amazonia,,2015,10.1088/1748-9326/10/8/084005,67,Liang Xu; S. Saatchi; Yan Yang; R. Myneni; C. Frankenberg; D. Chowdhury; J. Bi
review,0.086,The potential of satellite FPAR product for GPP estimation: An indirect evaluation using solar-induced chlorophyll fluorescence,,2020,10.1016/j.rse.2020.111686,63,Zhaoying Zhang; Yongguang Zhang; Yao Zhang; N. Gobron; C. Frankenberg; Songhan Wang; Zhao-Bing Li
review,0.086,Methane emissions from underground gas storage in California,Environmental Research Letters,2020,10.1088/1748-9326/ab751d,54,A. Thorpe; R. Duren; S. Conley; K. Prasad; B. Bue; V. Yadav; K. Foster; Talha Rafiq; F. Hopkins; Mackenzie Smith; M. Fischer; D. M. Thompson; C. Frankenberg; I. McCubbin; M. Eastwood; R. Green; C. Miller
review,0.086,Wide discrepancies in the magnitude and direction of modeled solar-induced chlorophyll fluorescence in response to light conditions,,2020,10.5194/bg-17-3733-2020,38,N. Parazoo; T. Magney; A. Norton; B. Raczka; C. Bacour; F. Maignan; I. Baker; Yongguang Zhang; Bo Qiu; M. Shi; N. Macbean; D. Bowling; S. Burns; P. Blanken; J. Stutz; K. Grossmann; C. Frankenberg
review,0.086,Semi-autonomous sounding selection for OCO-2,,2013,10.5194/amt-6-2851-2013,38,L. Mandrake; C. Frankenberg; C. O’Dell; G. Osterman; P. Wennberg; D. Wunch
review,0.086,Improved Retrieval of Cloud Liquid Water from CloudSat and MODIS,,2016,10.1175/jamc-d-16-0077.1,34,J. Leinonen; M. Lebsock; G. Stephens; Kentaroh Suzuki
review,0.086,Boundary-layer water vapor profiling using differential absorption radar,Atmospheric Measurement Techniques,2018,10.5194/amt-11-6511-2018,32,R. Roy; M. Lebsock; L. Millán; R. Dengler; R. Monje; J. Siles; K. Cooper
review,0.086,Inverse modeling of pan-Arctic methane emissions at high spatial resolution:what can we learn from assimilating satellite retrievals and using differentprocess-based wetland and lake biogeochemical models?,,2016,10.5194/acp-16-12649-2016,31,Z. Tan; Q. Zhuang; D. Henze; C. Frankenberg; E. Dlugokencky; C. Sweeney; A. Turner; M. Sasakawa; T. Machida
review,0.086,Characterization of the OCO-2 instrument line shape functions using on-orbit solar measurements,,2016,10.5194/amt-10-939-2017,31,K. Sun; Xiong Liu; C. Nowlan; Z. Cai; K. Chance; C. Frankenberg; R. Lee; R. Pollock; R. Rosenberg; D. Crisp
review,0.086,Observational Boundary Layer Energy and Water Budgets of the Stratocumulus-to-Cumulus Transition,,2014,10.1175/jcli-d-14-00242.1,28,P. Kalmus; M. Lebsock; J. Teixeira
review,0.086,Large-eddy simulation of mixing in a recirculating shear flow,Journal of Fluid Mechanics,2010,10.1017/s0022112009992965,27,G. Matheou; A. Bonanos; C. Pantano; P. Dimotakis
review,0.086,The Airborne Methane Plume Spectrometer (AMPS): Quantitative imaging of methane plumes in real time,IEEE Aerospace Conference,2016,10.1109/aero.2016.7500756,23,A. Thorpe; C. Frankenberg; R. Green; D. Thompson; A. Aubrey; P. Mouroulis; M. Eastwood; G. Matheou
review,0.086,"An Observational View of Relationships Between Moisture Aggregation, Cloud, and Radiative Heating Profiles",Surveys in geophysics,2017,10.1007/s10712-017-9443-1,18,M. Lebsock; T. L’Ecuyer; R. Pincus
review,0.086,Sensitivity analysis of polarimetric O 2 A-band spectra for potential cloud retrievals using OCO-2/GOSAT measurements,,2015,10.5194/amt-8-3601-2015,13,S. Sanghavi; M. Lebsock; G. Stephens
review,0.086,"Transitions of cloud‐topped marine boundary layers characterized by AIRS, MODIS, and a large eddy simulation model",,2013,10.1002/jgrd.50676,12,Q. Yue; Q. Yue; B. Kahn; H. Xiao; H. Xiao; M. Schreier; M. Schreier; E. Fetzer; João Paulo Ramos Teixeira; K. Suselj; K. Suselj
review,0.086,Direct numerical simulation of stratified turbulence,,2012,10.1063/1.4747156,8,G. Matheou; D. Chung
review,0.086,Remote‐Sensing Derived Trends in Gross Primary Production Explain Increases in the CO2 Seasonal Cycle Amplitude,Global Biogeochemical Cycles,2022,10.1029/2021gb007220,8,Liyin He; B. Byrne; Yi Yin; Junjie Liu; C. Frankenberg
review,0.086,A random forest algorithm for the prediction of cloud liquid water content from combined CloudSat–CALIPSO observations,Atmospheric Measurement Techniques,2024,10.5194/amt-17-3583-2024,6,R. Schulte; M. Lebsock; J. Haynes; Yongxiang Hu
review,0.086,Water vapor measurements inside clouds and storms using a differential absorption radar,Atmospheric Measurement Techniques,2024,10.5194/amt-17-539-2024,6,L. Millán; M. Lebsock; Ken B. Cooper; Jose V. Siles; Robert J. Dengler; Raquel Rodriguez Monje; A. Nehrir; R. Barton-Grimley; J. Collins; C. Robinson; K. Thornhill; Holger Vömel
review,0.086,Large-eddy simulation of molecular mixing in a recirculating shear flow,,2008,,5,G. Matheou
review,0.086,Wide Discrepancies in the Magnitude and Direction of Modelled SIF in Response to Light Conditions,,2020,10.5194/bg-2019-508,3,N. Parazoo; T. Magney; A. Norton; B. Raczka; C. Bacour; F. Maignan; I. Baker; Yongguang Zhang; Bo Qiu; M. Shi; N. Macbean; D. Bowling; S. Burns; P. Blanken; J. Stutz; K. Grossman; C. Frankenberg
review,0.086,Methane Growth Rate Estimation and Its Causes in Western Canada Using Satellite Observations,Journal of Geophysical Research - Atmospheres,2021,10.1029/2020jd033948,1,S. Islam; P. Jackson; C. Sweeney; K. McKain; C. Frankenberg; I. Aben; R. Parker; H. Boesch; D. Wunch
review,0.086,Infrared Instrument Radiance Modeling from Large Eddy Simulations to Access Sensitivity to Marine Planetary Boundary Layer Processes,,2019,,0,E. Fishbein; B. Lambrigtsen; M. Lebsock; G. Matheou; V. Payne; M. Schreier; J. Teixeira; R. C. Wilson
review,0.086,Inherent Properties of Clouds in the PBL Derived from Multi-angle Spectro-Polarimetric Imaging at the “Edge of Space:” New Capabilities of JPL’s AirMSPI Sensor on NASA’s Airborne ER-2 Platform,,2019,10.1002/essoar.10506479.2,0,A. Davis; Feng Xu; G. van Harten; D. Diner; Linda Forster; A. Levis; Y. Schechner; G. Matheou
review,0.086,"Large Eddy Simulation and 3D Radiative Transfer Modeling in Support of Multi-Angle Remote Sensing of Clouds and Aerosols, With or Without Imaging",,2017,,0,A. Davis; G. Matheou; Feng Xu; C. Emde; Z. Qu; A. Levis; Y. Schechner
review,0.086,Effects of numerical dissipation and unphysical excursions on scalar-mixing estimates in large-eddy simulations,,2017,,0,Nek Sharan; G. Matheou; P. Dimotakis
review,0.086,Direct numerical simulation of incompressible acceleration-driven variable-density turbulence,,2015,,0,Ilana Gat; G. Matheou; D. Chung; P. Dimotakis
review,0.086,Horizontal Structure of Dynamical Instability at Marine Stratocumulus Cloud Top Revealed in Polarized Light,,2014,,0,A. Davis; D. Diner; G. Matheou; J. Teixeira; Z. Qu; C. Emde
review,0.086,Investigating Warm Marine Boundary Layer Cloud Organization By Thermodynamic and Dynamic States with NASA a-Train and MERRA Reanalysis Data,,2014,,0,B. Kahn; G. Matheou; M. Christensen; E. Fetzer; M. Lebsock; J. Teixeira; Q. Yue
review,0.086,Direct numerical simulation of stationary homogeneous moist turbulence,,2013,,0,D. Chung; G. Matheou
review,0.086,Large-eddy simulation of stationary homogeneous stratified sheared turbulence,,2011,,0,G. Matheou; D. Chung
review,0.086,Experiments and simulations of molecular mixing in a reattaching shear layer,,2007,,0,A. Bonanos; G. Matheou; P. Dimotakis
review,0.086,G-band FMCW Radar for Humidity Profiling Inside Boundary Layer Clouds,,2018,,0,R. Roy; K. Cooper; M. Lebsock; L. Millán; J. Siles; R. Monje
review,0.086,First Investigations of Drizzling Boundary Layer Cloud Properties with OCO-2 A-band Retrievals,,2018,,0,M. Richardson; H. Cronk; J. Leinonen; J. McDuffie; M. Lebsock; G. Stephens
review,0.086,The MAGIC Marine Boundary Layer Campaign: The Mean Thermodynamic and Cloud State,,2018,,0,P. Kalmus; J. Teixeira; E. Lewis; M. Reynolds; M. Lebsock
review,0.086,Liquid marine cloud geometric thickness retrieved from OCO-2's oxygen A-band spectrometer,,2018,10.5194/amt-2018-387,0,M. Richardson; J. Leinonen; H. Cronk; J. McDuffie; M. Lebsock; G. Stephens
review,0.086,Spaceborne precipitation radar simulation from a global cloud resolving model,,2014,,0,J. Leinonen; M. Lebsock; K. Suzuki; H. Yashiro; Y. Miyamoto
review,0.086,Using active spaceborne sensors to quantify bias in passive remote sensing of the cloud liquid water path,,2013,,0,M. Lebsock
review,0.086,Quantify the regional methane emissions based on a new SCIAMACHY data set,,2020,10.5194/egusphere-egu2020-5341,0,Mengyao Liu; R. van der A; H. Tan; C. Frankenberg; I. Aben; H. Kong; Jiyunting Sun; Jieying Ding; Lin Zhang
review,0.086,1 Satellite observations of atmospheric methane 2 and their value for quantifying methane emissions 3 4,,2016,,0,D. Jacob; A. Turner; J. Maasakkers; J. Sheng; K. Sun; Xiong Liu; K. Chance; I. Aben; J. Mckeever; C. Frankenberg
review,0.086,"A multi-year methane inversion using SCIAMACHY, accounting for systematic errors using TCCON measurements (vol 14, pg 3991, 2014)",,2014,10.5194/acp-14-10961-2014,0,S. Houweling; M. Krol; P. Bergamaschi; C. Frankenberg; E. Dlugokencky; I. Morino; J. Notholt; V. Sherlock; D. Wunch; V. Beck; C. Gerbig; Huilin Chen; E. Kort; T. Röckmann; I. Aben
exclude,0.057,Global Retrievals of Solar‐Induced Chlorophyll Fluorescence With TROPOMI: First Results and Intersensor Comparison to OCO‐2,Geophysical Research Letters,2018,10.1029/2018gl079031,401,P. Köhler; C. Frankenberg; T. Magney; L. Guanter; J. Joiner; J. Landgraf
exclude,0.057,Entrainment and detrainment in cumulus convection: an overview,,2013,10.1002/qj.1959,350,W. D. Rooy; P. Bechtold; K. Fröhlich; C. Hohenegger; H. Jonker; D. Mironov; A. P. Siebesma; A. P. Siebesma; João Paulo Ramos Teixeira; J. Yano
exclude,0.057,Mechanistic evidence for tracking the seasonality of photosynthesis with solar-induced fluorescence,Proceedings of the National Academy of Sciences of the United States of America,2019,10.1073/pnas.1900278116,341,T. Magney; D. Bowling; B. Logan; K. Grossmann; J. Stutz; P. Blanken; S. Burns; Rui Cheng; M. García; Philipp Kӧhler; S. Lopez; N. Parazoo; B. Raczka; D. Schimel; C. Frankenberg
exclude,0.057,Interpreting contemporary trends in atmospheric methane,Proceedings of the National Academy of Sciences of the United States of America,2019,10.1073/pnas.1814297116,329,A. Turner; C. Frankenberg; E. Kort
exclude,0.057,Ambiguity in the causes for decadal trends in atmospheric methane and hydroxyl,Proceedings of the National Academy of Sciences of the United States of America,2017,10.1073/pnas.1616020114,305,A. Turner; C. Frankenberg; P. Wennberg; D. Jacob
exclude,0.057,Improved retrievals of carbon dioxide from Orbiting Carbon Observatory-2 with the version 8 ACOS algorithm,Atmospheric Measurement Techniques,2018,10.5194/amt-11-6539-2018,281,C. O’Dell; A. Eldering; P. Wennberg; D. Crisp; M. Gunson; B. Fisher; C. Frankenberg; M. Kiel; H. Lindqvist; L. Mandrake; A. Merrelli; V. Natraj; R. Nelson; G. Osterman; V. Payne; T. Taylor; D. Wunch; B. Drouin; F. Oyafuso; A. Chang; J. McDuffie; M. Smyth; D. Baker; S. Basu; F. Chevallier; S. Crowell; Liang Feng; P. Palmer; Mavendra Dubey; O. García; D. Griffith; F. Hase; L. Iraci; R. Kivi; I. Morino; J. Notholt; H. Ohyama; C. Petri; C. Roehl; M. Sha; K. Strong; R. Sussmann; Y. Té; O. Uchino; V. Velazco
exclude,0.057,Detecting forest response to droughts with global observations of vegetation water content,Global Change Biology,2021,10.1111/gcb.15872,177,A. Konings; S. Saatchi; C. Frankenberg; Michael Keller; V. Leshyk; W. Anderegg; V. Humphrey; A. Matheny; A. Trugman; L. Sack; E. Agee; M. Barnes; O. Binks; K. Cawse-Nicholson; B. Christoffersen; D. Entekhabi; P. Gentine; N. Holtzman; G. Katul; Yanlan Liu; M. Longo; J. Martínez‐Vilalta; N. McDowell; P. Meir; Maurizio Mencuccini; Assaad Mrad; K. Novick; R. Oliveira; P. Siqueira; S. Steele‐Dunne; D. Thompson; Yujie Wang; R. Wehr; J. Wood; Xiangtao Xu; P. Zuidema
exclude,0.057,OCO-3 early mission operations and initial (vEarly) XCO2 and SIF retrievals,Remote Sensing of Environment,2020,10.1016/j.rse.2020.112032,172,T. Taylor; A. Eldering; A. Merrelli; M. Kiel; P. Somkuti; Cecilia Cheng; R. Rosenberg; B. Fisher; D. Crisp; R. Basilio; M. Bennett; D. Cervantes; A. Chang; L. Dang; C. Frankenberg; V. Haemmerle; G. Keller; T. Kurosu; J. Laughner; R. Lee; Y. Marchetti; R. Nelson; C. O’Dell; G. Osterman; R. Pavlick; C. Roehl; R. Schneider; G. Spiers; Cathy To; Christopher Wells; P. Wennberg; Amruta Yelamanchili; Shanshan Yu
exclude,0.057,The TROPOSIF global sun-induced fluorescence dataset from the Sentinel-5P TROPOMI mission,Earth System Science Data,2021,10.5194/essd-2021-199,171,L. Guanter; C. Bacour; A. Schneider; I. Aben; T. V. van Kempen; F. Maignan; C. Retscher; P. Köhler; C. Frankenberg; J. Joiner; Yongguang Zhang
exclude,0.057,"Improved Retrievals of Carbon Dioxide from the Orbiting Carbon
Observatory-2 with the version 8 ACOS algorithm",,2018,10.5194/amt-2018-257,136,C. O’Dell; A. Eldering; P. Wennberg; David Crisp; M. Gunson; Brendan Fisher; C. Frankenberg; Matthaus Kiel; H. Lindqvist; L. Mandrake; A. Merrelli; V. Natraj; R. Nelson; G. Osterman; V. Payne; T. Taylor; D. Wunch; B. Drouin; F. Oyafuso; A. Chang; J. McDuffie; M. Smyth; David F. Baker; S. Basu; F. Chevallier; S. Crowell; Liang Feng; P. Palmer; Mavendra Dubey; O. García; D. Griffith; F. Hase; L. Iraci; R. Kivi; I. Morino; J. Notholt; H. Ohyama; C. Petri; C. Roehl; M. Sha; K. Strong; R. Sussmann; Y. Té; O. Uchino; V. Velazco
exclude,0.057,Space‐based remote imaging spectroscopy of the Aliso Canyon CH4 superemitter,,2016,10.1002/2016gl069079,134,D. Thompson; A. Thorpe; C. Frankenberg; R. Green; R. Duren; L. Guanter; A. Hollstein; E. Middleton; L. Ong; S. Ungar
exclude,0.057,Role of continental recycling in intraseasonal variations of continental moisture as deduced from model simulations and water vapor isotopic measurements,,2013,10.1002/wrcr.20312,133,C. Risi; D. Noone; C. Frankenberg; J. Worden
exclude,0.057,From the Ground to Space: Using Solar‐Induced Chlorophyll Fluorescence to Estimate Crop Productivity,Geophysical Research Letters,2020,10.1029/2020gl087474,123,Liyin He; T. Magney; D. Dutta; Yi Yin; P. Köhler; K. Grossmann; J. Stutz; C. Dold; J. Hatfield; K. Guan; B. Peng; C. Frankenberg
exclude,0.057,Disentangling Changes in the Spectral Shape of Chlorophyll Fluorescence: Implications for Remote Sensing of Photosynthesis,Journal of Geophysical Research - Biogeosciences,2019,10.1029/2019jg005029,117,T. Magney; C. Frankenberg; P. Köhler; G. North; T. S. Davis; C. Dold; D. Dutta; J. Fisher; K. Grossmann; Alexis Harrington; J. Hatfield; J. Stutz; Ying Sun; A. Porcar-Castell
exclude,0.057,A double peak in the seasonality of California's photosynthesis as observed from space,Biogeosciences,2019,10.5194/bg-2019-387-supplement,102,A. Turner; P. Köhler; T. Magney; C. Frankenberg; I. Fung; R. Cohen
exclude,0.057,Investigating the usefulness of satellite-derived fluorescence data in inferring gross primary productivity within the carbon cycle data assimilation system,,2015,10.5194/bg-12-4067-2015,102,E. Koffi; P. Rayner; A. Norton; C. Frankenberg; M. Scholze
exclude,0.057,"Consistent evaluation of ACOS-GOSAT, BESD-SCIAMACHY, CarbonTracker, and MACC through comparisons to TCCON",,2015,10.5194/amt-9-683-2016,95,S. Kulawik; D. Wunch; C. O’Dell; C. Frankenberg; M. Reuter; T. Oda; F. Chevallier; V. Sherlock; M. Buchwitz; G. Osterman; C. Miller; P. Wennberg; D. Griffith; I. Morino; M. Dubey; N. Deutscher; J. Notholt; F. Hase; T. Warneke; R. Sussmann; John Robinson; K. Strong; M. Schneider; M. Mazière; K. Shiomi; D. Feist; L. Iraci; J. Wolf
exclude,0.057,Intercomparison of Three- and one-Dimensional Model Simulations and Aircraft Observations of Stratocumulus,,1999,10.1023/a:1002006919256,88,P. Duynkerke; P. J. Jonker; A. Chlond; M. V. Zanten; J. Cuxart; P. Clark; E. Sánchez; G. Martin; G. Lenderink; João Paulo Ramos Teixeira
exclude,0.057,Climatology of the Iberia coastal low-level wind jet: weather research forecasting model high-resolution results,,2014,10.3402/tellusa.v66.22377,81,P. Soares; R. Cardoso; Á. Semedo; M. Chinita; R. Ranjha
exclude,0.057,"Impact of atmospheric convection on south Tibet summer precipitation isotopologue composition using a combination of in situ measurements, satellite data, and atmospheric general circulation modeling",,2015,10.1002/2014jd022180,79,Youhai He; C. Risi; Jing Gao; V. Masson‐Delmotte; T. Yao; Chun-Ta Lai; Yong-jian Ding; J. Worden; C. Frankenberg; H. Chepfer; G. Cesana
exclude,0.057,Satellite solar-induced chlorophyll fluorescence and near-infrared reflectance capture complementary aspects of dryland vegetation productivity dynamics,Remote Sensing of Environment,2022,10.1016/j.rse.2021.112858,73,Xian Wang; J. Biederman; J. Knowles; R. Scott; A. Turner; M. Dannenberg; P. Köhler; C. Frankenberg; M. Litvak; G. Flerchinger; B. Law; H. Kwon; S. Reed; W. Parton; G. Barron‐Gafford; W. Smith
exclude,0.057,African tropical rainforest net carbon dioxide fluxes in the twentieth century,Philosophical Transactions of the Royal Society B: Biological Sciences,2013,10.1098/rstb.2012.0376,71,J. Fisher; M. Sikka; S. Sitch; P. Ciais; B. Poulter; D. Galbraith; Jung‐Eun Lee; C. Huntingford; N. Viovy; N. Zeng; A. Ahlström; M. Lomas; P. Levy; C. Frankenberg; S. Saatchi; Y. Malhi
